Config,10,30
rn10_eta0.1,7.2,7.2
rn10_eta0.2,5.6,5.75
rn12_eta0.1,7.0,6.0
rn12_eta0.2,6.45,6.1
rn14_eta0.1,5.35,4.5
rn14_eta0.2,5.55,5.8
rn18_eta0.1,4.45,3.9
rn18_eta0.2,5.75,3.4
rn6_eta0.1,7.25,9.7
rn6_eta0.2,8.6,10.2
rn8_eta0.1,8.0,7.8
rn8_eta0.2,6.8,7.65
