Config,r_N,eta,Function,Dimension,Run,Best
rn12_eta0.1,12.0,0.1,F3,30,7,31.810711664704968
rn12_eta0.1,12.0,0.1,F3,30,8,31.810711664704968
rn12_eta0.1,12.0,0.1,F3,30,9,31.810711664704968
rn12_eta0.1,12.0,0.1,F4,10,0,0.0
rn12_eta0.1,12.0,0.1,F4,10,1,0.9949590570932968
rn12_eta0.1,12.0,0.1,F4,10,2,0.9949590570932968
rn12_eta0.1,12.0,0.1,F4,10,3,1.9899181141865936
rn12_eta0.1,12.0,0.1,F4,10,4,1.9899181141865936
rn12_eta0.1,12.0,0.1,F4,10,5,1.9899181141865936
rn12_eta0.1,12.0,0.1,F4,10,6,0.9949590570932968
rn12_eta0.1,12.0,0.1,F4,10,7,2.9848771712798907
rn12_eta0.1,12.0,0.1,F4,10,8,1.9899181141865936
rn12_eta0.1,12.0,0.1,F4,10,9,1.9899181141865936
rn12_eta0.1,12.0,0.1,F4,30,0,7.959672456746375
rn12_eta0.1,12.0,0.1,F4,30,1,6.964713399653078
rn12_eta0.1,12.0,0.1,F4,30,2,5.969754342559781
rn12_eta0.1,12.0,0.1,F4,30,3,7.959672456746375
rn12_eta0.1,12.0,0.1,F4,30,4,8.954631513839672
rn12_eta0.1,12.0,0.1,F4,30,5,5.969754342559781
rn12_eta0.1,12.0,0.1,F4,30,6,8.954631513839672
rn12_eta0.1,12.0,0.1,F4,30,7,6.964713399653135
rn12_eta0.1,12.0,0.1,F4,30,8,6.964713399653078
rn12_eta0.1,12.0,0.1,F4,30,9,6.964713399653135
rn12_eta0.1,12.0,0.1,F5,10,0,0.0
rn12_eta0.1,12.0,0.1,F5,10,1,0.0
rn12_eta0.1,12.0,0.1,F5,10,2,0.0
rn12_eta0.1,12.0,0.1,F5,10,3,0.0
rn12_eta0.1,12.0,0.1,F5,10,4,0.0
rn12_eta0.1,12.0,0.1,F5,10,5,0.0
rn12_eta0.1,12.0,0.1,F5,10,6,0.0
rn12_eta0.1,12.0,0.1,F5,10,7,0.0
rn12_eta0.1,12.0,0.1,F5,10,8,0.0
rn12_eta0.1,12.0,0.1,F5,10,9,0.0
rn12_eta0.1,12.0,0.1,F5,30,0,0.0
rn12_eta0.1,12.0,0.1,F5,30,1,0.0
rn12_eta0.1,12.0,0.1,F5,30,2,0.0
rn12_eta0.1,12.0,0.1,F5,30,3,6.408140507119242e-08
rn12_eta0.1,12.0,0.1,F5,30,4,0.0
rn12_eta0.1,12.0,0.1,F5,30,5,0.0
rn12_eta0.1,12.0,0.1,F5,30,6,1.6053292029027946e-07
rn12_eta0.1,12.0,0.1,F5,30,7,6.778185479561216e-08
rn12_eta0.1,12.0,0.1,F5,30,8,0.0
rn12_eta0.1,12.0,0.1,F5,30,9,0.0
rn12_eta0.1,12.0,0.1,F6,10,0,12.962786998598403
rn12_eta0.1,12.0,0.1,F6,10,1,13.12664782962247
rn12_eta0.1,12.0,0.1,F6,10,2,12.307344751313735
rn12_eta0.1,12.0,0.1,F6,10,3,4.9747952854664845
rn12_eta0.1,12.0,0.1,F6,10,4,11.856842998069396
rn12_eta0.1,12.0,0.1,F6,10,5,12.143484135651876
rn12_eta0.1,12.0,0.1,F6,10,6,13.57714958286681
rn12_eta0.1,12.0,0.1,F6,10,7,11.037539919760434
rn12_eta0.1,12.0,0.1,F6,10,8,12.14408789793208
rn12_eta0.1,12.0,0.1,F6,10,9,11.529121766745677
rn12_eta0.1,12.0,0.1,F6,30,0,36.58842902602737
rn12_eta0.1,12.0,0.1,F6,30,1,35.86313871266532
rn12_eta0.1,12.0,0.1,F6,30,2,37.478407531249104
rn12_eta0.1,12.0,0.1,F6,30,3,34.206697846116754
rn12_eta0.1,12.0,0.1,F6,30,4,39.86013635356562
rn12_eta0.1,12.0,0.1,F6,30,5,37.478407531249104
rn12_eta0.1,12.0,0.1,F6,30,6,41.59892367363818
rn12_eta0.1,12.0,0.1,F6,30,7,36.670773121957154
rn12_eta0.1,12.0,0.1,F6,30,8,37.519579579214
rn12_eta0.1,12.0,0.1,F6,30,9,34.97316020744472
rn12_eta0.1,12.0,0.1,F7,10,0,8.0
rn12_eta0.1,12.0,0.1,F7,10,1,6.0
rn12_eta0.1,12.0,0.1,F7,10,2,6.0
rn12_eta0.1,12.0,0.1,F7,10,3,8.000007535112786
rn12_eta0.1,12.0,0.1,F7,10,4,8.000000000076852
rn12_eta0.1,12.0,0.1,F7,10,5,8.000000047569301
rn12_eta0.1,12.0,0.1,F7,10,6,6.0
rn12_eta0.1,12.0,0.1,F7,10,7,4.002603129418617
rn12_eta0.1,12.0,0.1,F7,10,8,8.0
rn12_eta0.1,12.0,0.1,F7,10,9,8.0
rn12_eta0.1,12.0,0.1,F7,30,0,26.0
rn12_eta0.1,12.0,0.1,F7,30,1,30.000000000000117
rn12_eta0.1,12.0,0.1,F7,30,2,22.0
rn12_eta0.1,12.0,0.1,F7,30,3,24.0
rn12_eta0.1,12.0,0.1,F7,30,4,26.0
rn12_eta0.1,12.0,0.1,F7,30,5,34.0
rn12_eta0.1,12.0,0.1,F7,30,6,32.00000000000023
rn12_eta0.1,12.0,0.1,F7,30,7,18.0
rn12_eta0.1,12.0,0.1,F7,30,8,38.0
rn12_eta0.1,12.0,0.1,F7,30,9,26.000000000003183
rn12_eta0.1,12.0,0.1,F9,10,0,10.256300858997747
rn12_eta0.1,12.0,0.1,F9,10,1,6.966956084546837
rn12_eta0.1,12.0,0.1,F9,10,2,18.721900995683427
rn12_eta0.1,12.0,0.1,F9,10,3,3.602324010808843
rn12_eta0.1,12.0,0.1,F9,10,4,3.539869569832262
rn12_eta0.1,12.0,0.1,F9,10,5,0.3747266474292701
rn12_eta0.1,12.0,0.1,F9,10,6,3.664778451847269
rn12_eta0.1,12.0,0.1,F9,10,7,6.955217946680932
rn12_eta0.1,12.0,0.1,F9,10,8,3.623218750354681
rn12_eta0.1,12.0,0.1,F9,10,9,3.6023291162300666
rn12_eta0.1,12.0,0.1,F9,30,0,496.1489616945328
rn12_eta0.1,12.0,0.1,F9,30,1,887.8139671893005
rn12_eta0.1,12.0,0.1,F9,30,2,743.4231786571399
rn12_eta0.1,12.0,0.1,F9,30,3,889.3358137759133
rn12_eta0.1,12.0,0.1,F9,30,4,652.9675530064014
rn12_eta0.1,12.0,0.1,F9,30,5,885.7987669351078
rn12_eta0.1,12.0,0.1,F9,30,6,685.3498837917687
rn12_eta0.1,12.0,0.1,F9,30,7,778.3468894489415
rn12_eta0.1,12.0,0.1,F9,30,8,902.6758605283468
rn12_eta0.1,12.0,0.1,F9,30,9,695.0961155268305
rn12_eta0.1,12.0,0.1,F10,10,0,0.0
rn12_eta0.1,12.0,0.1,F10,10,1,0.0
rn12_eta0.1,12.0,0.1,F10,10,2,0.0
rn12_eta0.1,12.0,0.1,F10,10,3,0.0
rn12_eta0.1,12.0,0.1,F10,10,4,5.691346724616551
rn12_eta0.1,12.0,0.1,F10,10,5,0.0
rn12_eta0.1,12.0,0.1,F10,10,6,0.0
rn12_eta0.1,12.0,0.1,F10,10,7,0.0
rn12_eta0.1,12.0,0.1,F10,10,8,0.0
rn12_eta0.1,12.0,0.1,F10,10,9,0.0
rn12_eta0.1,12.0,0.1,F10,30,0,1.9899181141867075
rn12_eta0.1,12.0,0.1,F10,30,1,0.9949590570934106
rn12_eta0.1,12.0,0.1,F10,30,2,0.9949590570934106
rn12_eta0.1,12.0,0.1,F10,30,3,0.9949590570934106
rn12_eta0.1,12.0,0.1,F10,30,4,5.976539218907192
rn12_eta0.1,12.0,0.1,F10,30,5,1.9899181141867075
rn12_eta0.1,12.0,0.1,F10,30,6,1.9899181141867075
rn12_eta0.1,12.0,0.1,F10,30,7,5.969749304740731
rn12_eta0.1,12.0,0.1,F10,30,8,0.0
rn12_eta0.1,12.0,0.1,F10,30,9,0.9949590570934106
rn12_eta0.1,12.0,0.1,F11,10,0,0.2081429846455194
rn12_eta0.1,12.0,0.1,F11,10,1,0.0
rn12_eta0.1,12.0,0.1,F11,10,2,0.2081429846455194
rn12_eta0.1,12.0,0.1,F11,10,3,0.2081429846455194
rn12_eta0.1,12.0,0.1,F11,10,4,0.2081429846455194
rn12_eta0.1,12.0,0.1,F11,10,5,174.7754566939102
rn12_eta0.1,12.0,0.1,F11,10,6,0.0
rn12_eta0.1,12.0,0.1,F11,10,7,0.2081429846455194
rn12_eta0.1,12.0,0.1,F11,10,8,0.0
rn12_eta0.1,12.0,0.1,F11,10,9,0.2081429846455194
rn12_eta0.1,12.0,0.1,F11,30,0,0.0
rn12_eta0.1,12.0,0.1,F11,30,1,12.109996747208925
rn12_eta0.1,12.0,0.1,F11,30,2,0.0
rn12_eta0.1,12.0,0.1,F11,30,3,0.0
rn12_eta0.1,12.0,0.1,F11,30,4,52.32050897372142
rn12_eta0.1,12.0,0.1,F11,30,5,0.0
rn12_eta0.1,12.0,0.1,F11,30,6,0.0693932123849663
rn12_eta0.1,12.0,0.1,F11,30,7,0.0693932123849663
rn12_eta0.1,12.0,0.1,F11,30,8,12.109996747208925
rn12_eta0.1,12.0,0.1,F11,30,9,0.0
rn12_eta0.1,12.0,0.1,F15,10,0,233.02276046043423
rn12_eta0.1,12.0,0.1,F15,10,1,435.9307008440305
rn12_eta0.1,12.0,0.1,F15,10,2,435.9766688414748
rn12_eta0.1,12.0,0.1,F15,10,3,233.0376794948645
rn12_eta0.1,12.0,0.1,F15,10,4,435.61134583341095
rn12_eta0.1,12.0,0.1,F15,10,5,0.2919618465457461
rn12_eta0.1,12.0,0.1,F15,10,6,0.5187447088405861
rn12_eta0.1,12.0,0.1,F15,10,7,434.9867834993249
rn12_eta0.1,12.0,0.1,F15,10,8,233.02723383528632
rn12_eta0.1,12.0,0.1,F15,10,9,1.0158895027550443
rn12_eta0.1,12.0,0.1,F15,30,0,2.1570421353887923
rn12_eta0.1,12.0,0.1,F15,30,1,3.411480720224745
rn12_eta0.1,12.0,0.1,F15,30,2,3.6146333881449664
rn12_eta0.1,12.0,0.1,F15,30,3,3.316123387663538
rn12_eta0.1,12.0,0.1,F15,30,4,3.37018441437408
rn12_eta0.1,12.0,0.1,F15,30,5,3.470999103232316
rn12_eta0.1,12.0,0.1,F15,30,6,2.9972797378206906
rn12_eta0.1,12.0,0.1,F15,30,7,3.5107970136177755
rn12_eta0.1,12.0,0.1,F15,30,8,3.330230663909333
rn12_eta0.1,12.0,0.1,F15,30,9,3.1892708722734824
rn12_eta0.2,12.0,0.2,F1,10,0,0.0
rn12_eta0.2,12.0,0.2,F1,10,1,0.0
rn12_eta0.2,12.0,0.2,F1,10,2,0.0
rn12_eta0.2,12.0,0.2,F1,10,3,0.0
rn12_eta0.2,12.0,0.2,F1,10,4,0.0
rn12_eta0.2,12.0,0.2,F1,10,5,0.0
rn12_eta0.2,12.0,0.2,F1,10,6,0.0
rn12_eta0.2,12.0,0.2,F1,10,7,0.0
rn12_eta0.2,12.0,0.2,F1,10,8,0.0
rn12_eta0.2,12.0,0.2,F1,10,9,0.0
rn12_eta0.2,12.0,0.2,F1,30,0,0.0
rn12_eta0.2,12.0,0.2,F1,30,1,0.0
rn12_eta0.2,12.0,0.2,F1,30,2,0.0
rn12_eta0.2,12.0,0.2,F1,30,3,0.0
rn12_eta0.2,12.0,0.2,F1,30,4,0.0
rn12_eta0.2,12.0,0.2,F1,30,5,0.0
rn12_eta0.2,12.0,0.2,F1,30,6,0.0
rn12_eta0.2,12.0,0.2,F1,30,7,0.0
rn12_eta0.2,12.0,0.2,F1,30,8,0.0
rn12_eta0.2,12.0,0.2,F1,30,9,0.0
rn12_eta0.2,12.0,0.2,F3,10,0,3.986579112347158
rn12_eta0.2,12.0,0.2,F3,10,1,3.986579112347158
rn12_eta0.2,12.0,0.2,F3,10,2,3.986579112347158
rn12_eta0.2,12.0,0.2,F3,10,3,3.986579112347158
rn12_eta0.2,12.0,0.2,F3,10,4,3.986579112347158
rn12_eta0.2,12.0,0.2,F3,10,5,3.986579112347158
rn12_eta0.2,12.0,0.2,F3,10,6,3.986579112347158
rn12_eta0.2,12.0,0.2,F3,10,7,3.986579112347158
rn12_eta0.2,12.0,0.2,F3,10,8,3.986579112347158
rn12_eta0.2,12.0,0.2,F3,10,9,3.986579112347158
rn12_eta0.2,12.0,0.2,F3,30,0,31.810711664704968
rn12_eta0.2,12.0,0.2,F3,30,1,31.810711664704968
rn12_eta0.2,12.0,0.2,F3,30,2,31.810711664704968
rn12_eta0.2,12.0,0.2,F3,30,3,31.810711664704968
rn12_eta0.2,12.0,0.2,F3,30,4,31.810711664704968
rn12_eta0.2,12.0,0.2,F3,30,5,31.810711664704968
rn12_eta0.2,12.0,0.2,F3,30,6,31.810711664704968
rn12_eta0.2,12.0,0.2,F3,30,7,31.810711664704968
rn12_eta0.2,12.0,0.2,F3,30,8,31.810711664704968
rn12_eta0.2,12.0,0.2,F3,30,9,31.810711664704968
rn12_eta0.2,12.0,0.2,F4,10,0,0.9949590570932968
rn12_eta0.2,12.0,0.2,F4,10,1,1.9899181141865936
rn12_eta0.2,12.0,0.2,F4,10,2,1.9899181218459605
rn12_eta0.2,12.0,0.2,F4,10,3,2.9848771712798907
rn12_eta0.2,12.0,0.2,F4,10,4,2.9848771712798907
rn12_eta0.2,12.0,0.2,F4,10,5,2.9848953218109955
rn12_eta0.2,12.0,0.2,F4,10,6,0.9949590570933536
rn12_eta0.2,12.0,0.2,F4,10,7,0.9949590570932968
rn12_eta0.2,12.0,0.2,F4,10,8,1.9899181141865936
rn12_eta0.2,12.0,0.2,F4,10,9,0.9949590570932968
rn12_eta0.2,12.0,0.2,F4,30,0,6.964713399653078
rn12_eta0.2,12.0,0.2,F4,30,1,9.949590570932967
rn12_eta0.2,12.0,0.2,F4,30,2,7.959672456746375
rn12_eta0.2,12.0,0.2,F4,30,3,8.954631514478649
rn12_eta0.2,12.0,0.2,F4,30,4,6.964713399653078
rn12_eta0.2,12.0,0.2,F4,30,5,6.964713399653078
rn12_eta0.2,12.0,0.2,F4,30,6,7.959672456746375
rn12_eta0.2,12.0,0.2,F4,30,7,5.969754342559781
rn12_eta0.2,12.0,0.2,F4,30,8,7.959672456746432
rn12_eta0.2,12.0,0.2,F4,30,9,6.964713399653078
rn12_eta0.2,12.0,0.2,F5,10,0,0.0
rn12_eta0.2,12.0,0.2,F5,10,1,0.0
rn12_eta0.2,12.0,0.2,F5,10,2,0.0
rn12_eta0.2,12.0,0.2,F5,10,3,0.0
rn12_eta0.2,12.0,0.2,F5,10,4,0.0
rn12_eta0.2,12.0,0.2,F5,10,5,0.0
rn12_eta0.2,12.0,0.2,F5,10,6,0.0
rn12_eta0.2,12.0,0.2,F5,10,7,0.0
rn12_eta0.2,12.0,0.2,F5,10,8,0.0
rn12_eta0.2,12.0,0.2,F5,10,9,0.0
rn12_eta0.2,12.0,0.2,F5,30,0,0.0
rn12_eta0.2,12.0,0.2,F5,30,1,0.0
rn12_eta0.2,12.0,0.2,F5,30,2,0.0
rn12_eta0.2,12.0,0.2,F5,30,3,0.0
rn12_eta0.2,12.0,0.2,F5,30,4,0.0
rn12_eta0.2,12.0,0.2,F5,30,5,0.0
rn12_eta0.2,12.0,0.2,F5,30,6,0.0
rn12_eta0.2,12.0,0.2,F5,30,7,0.0
rn12_eta0.2,12.0,0.2,F5,30,8,2.6113582407560898e-08
rn12_eta0.2,12.0,0.2,F5,30,9,3.8923360534681706e-08
rn12_eta0.2,12.0,0.2,F6,10,0,12.471205366975369
rn12_eta0.2,12.0,0.2,F6,10,1,11.856842998069284
rn12_eta0.2,12.0,0.2,F6,10,2,11.529121766745677
rn12_eta0.2,12.0,0.2,F6,10,3,11.20140053542218
rn12_eta0.2,12.0,0.2,F6,10,4,11.856842998069284
rn12_eta0.2,12.0,0.2,F6,10,5,11.20140053542218
rn12_eta0.2,12.0,0.2,F6,10,6,13.57714958286681
rn12_eta0.2,12.0,0.2,F6,10,7,14.068731429852164
rn12_eta0.2,12.0,0.2,F6,10,8,11.20140053542218
rn12_eta0.2,12.0,0.2,F6,10,9,11.037539919760434
rn12_eta0.2,12.0,0.2,F6,30,0,35.82196666470054
rn12_eta0.2,12.0,0.2,F6,30,1,38.20369784461127
rn12_eta0.2,12.0,0.2,F6,30,2,36.5060849300977
rn12_eta0.2,12.0,0.2,F6,30,3,39.09367399223879
rn12_eta0.2,12.0,0.2,F6,30,4,37.43723548328421
rn12_eta0.2,12.0,0.2,F6,30,5,38.20369784461116
rn12_eta0.2,12.0,0.2,F6,30,6,36.670773121957154
rn12_eta0.2,12.0,0.2,F6,30,7,36.67077312195727
rn12_eta0.2,12.0,0.2,F6,30,8,36.58842902602749
rn12_eta0.2,12.0,0.2,F6,30,9,38.32721163091173
rn12_eta0.2,12.0,0.2,F7,10,0,6.0
rn12_eta0.2,12.0,0.2,F7,10,1,4.0
rn12_eta0.2,12.0,0.2,F7,10,2,8.000000000008072
rn12_eta0.2,12.0,0.2,F7,10,3,6.0
rn12_eta0.2,12.0,0.2,F7,10,4,6.0
rn12_eta0.2,12.0,0.2,F7,10,5,4.000010577584931
rn12_eta0.2,12.0,0.2,F7,10,6,8.0
rn12_eta0.2,12.0,0.2,F7,10,7,6.000006195874107
rn12_eta0.2,12.0,0.2,F7,10,8,8.0
rn12_eta0.2,12.0,0.2,F7,10,9,4.0
rn12_eta0.2,12.0,0.2,F7,30,0,30.00000000000932
rn12_eta0.2,12.0,0.2,F7,30,1,24.0
rn12_eta0.2,12.0,0.2,F7,30,2,34.0
rn12_eta0.2,12.0,0.2,F7,30,3,22.0
rn12_eta0.2,12.0,0.2,F7,30,4,26.000000000000117
rn12_eta0.2,12.0,0.2,F7,30,5,28.000000000000117
rn12_eta0.2,12.0,0.2,F7,30,6,28.000000000000117
rn12_eta0.2,12.0,0.2,F7,30,7,24.0
rn12_eta0.2,12.0,0.2,F7,30,8,18.0
rn12_eta0.2,12.0,0.2,F7,30,9,30.0
rn12_eta0.2,12.0,0.2,F9,10,0,7.017284698500589
rn12_eta0.2,12.0,0.2,F9,10,1,3.7442023973972023
rn12_eta0.2,12.0,0.2,F9,10,2,10.314277947181836
rn12_eta0.2,12.0,0.2,F9,10,3,3.727232892886605
rn12_eta0.2,12.0,0.2,F9,10,4,0.5620899693840329
rn12_eta0.2,12.0,0.2,F9,10,5,3.667627194498891
rn12_eta0.2,12.0,0.2,F9,10,6,10.38139042851617
rn12_eta0.2,12.0,0.2,F9,10,7,10.20058581896228
rn12_eta0.2,12.0,0.2,F9,10,8,6.966388882616229
rn12_eta0.2,12.0,0.2,F9,10,9,6.892375816888489
rn12_eta0.2,12.0,0.2,F9,30,0,898.1860404977051
rn12_eta0.2,12.0,0.2,F9,30,1,935.9822626144778
rn12_eta0.2,12.0,0.2,F9,30,2,887.4650325261791
rn12_eta0.2,12.0,0.2,F9,30,3,680.1217725112001
rn12_eta0.2,12.0,0.2,F9,30,4,717.1362641570613
rn12_eta0.2,12.0,0.2,F9,30,5,1249.504550794747
rn12_eta0.2,12.0,0.2,F9,30,6,968.4336493908812
rn12_eta0.2,12.0,0.2,F9,30,7,795.3087428793115
rn12_eta0.2,12.0,0.2,F9,30,8,798.0456197784861
rn12_eta0.2,12.0,0.2,F9,30,9,990.4083300685088
rn12_eta0.2,12.0,0.2,F10,10,0,0.0
rn12_eta0.2,12.0,0.2,F10,10,1,0.0
rn12_eta0.2,12.0,0.2,F10,10,2,0.0
rn12_eta0.2,12.0,0.2,F10,10,3,0.0
rn12_eta0.2,12.0,0.2,F10,10,4,0.0
rn12_eta0.2,12.0,0.2,F10,10,5,0.0
rn12_eta0.2,12.0,0.2,F10,10,6,0.0
rn12_eta0.2,12.0,0.2,F10,10,7,0.0
rn12_eta0.2,12.0,0.2,F10,10,8,3.701428610430071
rn12_eta0.2,12.0,0.2,F10,10,9,0.0
rn12_eta0.2,12.0,0.2,F10,30,0,0.0
rn12_eta0.2,12.0,0.2,F10,30,1,1.9899181141865936
rn12_eta0.2,12.0,0.2,F10,30,2,0.0
rn12_eta0.2,12.0,0.2,F10,30,3,0.9949590570934106
rn12_eta0.2,12.0,0.2,F10,30,4,2.9848771712798907
rn12_eta0.2,12.0,0.2,F10,30,5,3.986621104720712
rn12_eta0.2,12.0,0.2,F10,30,6,0.9949590570932968
rn12_eta0.2,12.0,0.2,F10,30,7,0.9949590570932968
rn12_eta0.2,12.0,0.2,F10,30,8,0.9949590570932968
rn12_eta0.2,12.0,0.2,F10,30,9,0.0
rn12_eta0.2,12.0,0.2,F11,10,0,0.2081429846455194
rn12_eta0.2,12.0,0.2,F11,10,1,217.3478123752184
rn12_eta0.2,12.0,0.2,F11,10,2,0.2081429846455194
rn12_eta0.2,12.0,0.2,F11,10,3,217.3478123752186
rn12_eta0.2,12.0,0.2,F11,10,4,0.2081429846455194
rn12_eta0.2,12.0,0.2,F11,10,5,217.3478123752184
rn12_eta0.2,12.0,0.2,F11,10,6,217.3478123752184
rn12_eta0.2,12.0,0.2,F11,10,7,0.2081429846455194
rn12_eta0.2,12.0,0.2,F11,10,8,217.1396693905731
rn12_eta0.2,12.0,0.2,F11,10,9,0.0
rn12_eta0.2,12.0,0.2,F11,30,0,12.109996747208925
rn12_eta0.2,12.0,0.2,F11,30,1,0.0693932123849663
rn12_eta0.2,12.0,0.2,F11,30,2,0.0693932123849663
rn12_eta0.2,12.0,0.2,F11,30,3,0.0
rn12_eta0.2,12.0,0.2,F11,30,4,0.0
rn12_eta0.2,12.0,0.2,F11,30,5,52.32050897372165
rn12_eta0.2,12.0,0.2,F11,30,6,0.0
rn12_eta0.2,12.0,0.2,F11,30,7,0.0693932123849663
rn12_eta0.2,12.0,0.2,F11,30,8,0.0
rn12_eta0.2,12.0,0.2,F11,30,9,0.0693932123849663
rn12_eta0.2,12.0,0.2,F15,10,0,1.7054428166568414
rn12_eta0.2,12.0,0.2,F15,10,1,1.3398229098993395
rn12_eta0.2,12.0,0.2,F15,10,2,233.5408780068121
rn12_eta0.2,12.0,0.2,F15,10,3,1.7060547405590114
rn12_eta0.2,12.0,0.2,F15,10,4,0.5193396490603845
rn12_eta0.2,12.0,0.2,F15,10,5,0.517625952332537
rn12_eta0.2,12.0,0.2,F15,10,6,0.4999536667030497
rn12_eta0.2,12.0,0.2,F15,10,7,0.4607988000284422
rn12_eta0.2,12.0,0.2,F15,10,8,1.673227398486688
rn12_eta0.2,12.0,0.2,F15,10,9,1.7028844178805684
rn12_eta0.2,12.0,0.2,F15,30,0,3.505027806034832
rn12_eta0.2,12.0,0.2,F15,30,1,3.3538626803767784
rn12_eta0.2,12.0,0.2,F15,30,2,3.340635782987647
rn12_eta0.2,12.0,0.2,F15,30,3,3.3609078209235577
rn12_eta0.2,12.0,0.2,F15,30,4,3.1771245663994705
rn12_eta0.2,12.0,0.2,F15,30,5,3.4081510288708614
rn12_eta0.2,12.0,0.2,F15,30,6,3.595650025315308
rn12_eta0.2,12.0,0.2,F15,30,7,3.086779799238684
rn12_eta0.2,12.0,0.2,F15,30,8,3.5614376088012705
rn12_eta0.2,12.0,0.2,F15,30,9,3.3829766366873173
rn14_eta0.1,14.0,0.1,F1,10,0,0.0
rn14_eta0.1,14.0,0.1,F1,10,1,0.0
rn14_eta0.1,14.0,0.1,F1,10,2,0.0
rn14_eta0.1,14.0,0.1,F1,10,3,0.0
rn14_eta0.1,14.0,0.1,F1,10,4,0.0
rn14_eta0.1,14.0,0.1,F1,10,5,0.0
rn14_eta0.1,14.0,0.1,F1,10,6,0.0
rn14_eta0.1,14.0,0.1,F1,10,7,0.0
rn14_eta0.1,14.0,0.1,F1,10,8,0.0
rn14_eta0.1,14.0,0.1,F1,10,9,0.0
rn14_eta0.1,14.0,0.1,F1,30,0,0.0
rn14_eta0.1,14.0,0.1,F1,30,1,0.0
rn14_eta0.1,14.0,0.1,F1,30,2,0.0
rn14_eta0.1,14.0,0.1,F1,30,3,0.0
rn14_eta0.1,14.0,0.1,F1,30,4,0.0
rn14_eta0.1,14.0,0.1,F1,30,5,0.0
rn14_eta0.1,14.0,0.1,F1,30,6,0.0
rn14_eta0.1,14.0,0.1,F1,30,7,0.0
rn14_eta0.1,14.0,0.1,F1,30,8,0.0
rn14_eta0.1,14.0,0.1,F1,30,9,0.0
rn14_eta0.1,14.0,0.1,F3,10,0,3.986579112347158
rn14_eta0.1,14.0,0.1,F3,10,1,3.986579112347158
rn14_eta0.1,14.0,0.1,F3,10,2,3.986579112347158
rn14_eta0.1,14.0,0.1,F3,10,3,3.986579112347158
rn14_eta0.1,14.0,0.1,F3,10,4,3.986579112347158
rn14_eta0.1,14.0,0.1,F3,10,5,0.0
rn14_eta0.1,14.0,0.1,F3,10,6,3.986579112347158
rn14_eta0.1,14.0,0.1,F3,10,7,3.986579112347158
rn14_eta0.1,14.0,0.1,F3,10,8,3.986579112347158
rn14_eta0.1,14.0,0.1,F3,10,9,3.986579112347158
rn14_eta0.1,14.0,0.1,F3,30,0,31.810711664704968
rn14_eta0.1,14.0,0.1,F3,30,1,31.810711664704968
rn14_eta0.1,14.0,0.1,F3,30,2,31.810711664704968
rn14_eta0.1,14.0,0.1,F3,30,3,31.810711664704968
rn14_eta0.1,14.0,0.1,F3,30,4,31.810711664704968
rn14_eta0.1,14.0,0.1,F3,30,5,31.810711664704968
rn14_eta0.1,14.0,0.1,F3,30,6,31.810711664704968
rn14_eta0.1,14.0,0.1,F3,30,7,31.810711664704968
rn14_eta0.1,14.0,0.1,F3,30,8,31.810711664704968
rn14_eta0.1,14.0,0.1,F3,30,9,31.810711664704968
rn14_eta0.1,14.0,0.1,F4,10,0,0.9949590570932968
rn14_eta0.1,14.0,0.1,F4,10,1,1.9899181141865936
rn14_eta0.1,14.0,0.1,F4,10,2,1.9899181141865936
rn14_eta0.1,14.0,0.1,F4,10,3,0.9949590570932968
rn14_eta0.1,14.0,0.1,F4,10,4,1.9899181141865936
rn14_eta0.1,14.0,0.1,F4,10,5,1.9899181143131277
rn14_eta0.1,14.0,0.1,F4,10,6,0.9949590570932968
rn14_eta0.1,14.0,0.1,F4,10,7,0.0
rn14_eta0.1,14.0,0.1,F4,10,8,0.0
rn14_eta0.1,14.0,0.1,F4,10,9,0.0
rn14_eta0.1,14.0,0.1,F4,30,0,5.969754342559838
rn14_eta0.1,14.0,0.1,F4,30,1,8.954631513839672
rn14_eta0.1,14.0,0.1,F4,30,2,3.979836228373245
rn14_eta0.1,14.0,0.1,F4,30,3,5.969754342559781
rn14_eta0.1,14.0,0.1,F4,30,4,5.969754342559781
rn14_eta0.1,14.0,0.1,F4,30,5,6.964713399653135
rn14_eta0.1,14.0,0.1,F4,30,6,4.9747952854664845
rn14_eta0.1,14.0,0.1,F4,30,7,4.9747952854664845
rn14_eta0.1,14.0,0.1,F4,30,8,1.9899181141866509
rn14_eta0.1,14.0,0.1,F4,30,9,5.969754342559838
rn14_eta0.1,14.0,0.1,F5,10,0,0.0
rn14_eta0.1,14.0,0.1,F5,10,1,0.0
rn14_eta0.1,14.0,0.1,F5,10,2,0.0
rn14_eta0.1,14.0,0.1,F5,10,3,0.0
rn14_eta0.1,14.0,0.1,F5,10,4,0.0
rn14_eta0.1,14.0,0.1,F5,10,5,0.0
rn14_eta0.1,14.0,0.1,F5,10,6,0.0
rn14_eta0.1,14.0,0.1,F5,10,7,0.0
rn14_eta0.1,14.0,0.1,F5,10,8,0.0
rn14_eta0.1,14.0,0.1,F5,10,9,0.0
rn14_eta0.1,14.0,0.1,F5,30,0,0.0
rn14_eta0.1,14.0,0.1,F5,30,1,0.0
rn14_eta0.1,14.0,0.1,F5,30,2,0.0
rn14_eta0.1,14.0,0.1,F5,30,3,0.0
rn14_eta0.1,14.0,0.1,F5,30,4,0.0
rn14_eta0.1,14.0,0.1,F5,30,5,0.0
