Algorithm,Function,Dimension,Run,Best
CBA-SHADE,Ackley,10,0,4.440892098500626e-16
CBA-SHADE,BentCigar,10,0,0.0
CBA-SHADE,Composition,10,0,2.220446049250313e-16
CBA-SHADE,DynamicSphere,10,0,2.46308717413717e-05
CBA-SHADE,Griewank,10,0,0.027051681251646587
CBA-SHADE,Levy,10,0,1.4997597826618576e-32
CBA-SHADE,NoisyRastrigin,10,0,0.0057449467084804695
CBA-SHADE,NoisySphere,10,0,0.0034556236821108406
CBA-SHADE,Rosenbrock,10,0,0.0
CBA-SHADE,RotatedElliptic,10,0,6.940730637986221e-20
CBA-SHADE,Schwefel,10,0,0.00012727566172543447
CBA-SHADE,Zakharov,10,0,0.0
L-SHADE,Ackley,10,0,2.1760371282653068e-14
L-SHADE,BentCigar,10,0,9.088635494611612e-22
L-SHADE,Composition,10,0,2.864375403533007e-14
L-SHADE,DynamicSphere,10,0,0.2412638843243078
L-SHADE,Griewank,10,0,0.007434153086125828
L-SHADE,Levy,10,0,1.608641418387432e-30
L-SHADE,NoisyRastrigin,10,0,0.01955635151993107
L-SHADE,NoisySphere,10,0,0.0053694567231434495
L-SHADE,Rosenbrock,10,0,1.1954662750032901e-15
L-SHADE,RotatedElliptic,10,0,1.1829188296471668e-09
L-SHADE,Schwefel,10,0,0.00012727566263492918
L-SHADE,Zakharov,10,0,4.210140464828042e-21
jSO,Ackley,10,0,7.549516567451064e-15
jSO,BentCigar,10,0,1.2621774483536189e-23
jSO,Composition,10,0,2.220446049250313e-16
jSO,DynamicSphere,10,0,0.09971903497158431
jSO,Griewank,10,0,1.0864679300670588e-07
jSO,Levy,10,0,6.389572880069903e-30
jSO,NoisyRastrigin,10,0,0.1616719180988344
jSO,NoisySphere,10,0,0.004061222873916261
jSO,Rosenbrock,10,0,2.606130197315154e-12
jSO,RotatedElliptic,10,0,3.705934989161193e-12
jSO,Schwefel,10,0,0.00012727566263492918
jSO,Zakharov,10,0,1.2358331194897644e-23
LSHADE-cnEpSin,Ackley,10,0,3.9968028886505635e-15
LSHADE-cnEpSin,BentCigar,10,0,0.0
LSHADE-cnEpSin,Composition,10,0,2.220446049250313e-16
LSHADE-cnEpSin,DynamicSphere,10,0,0.2225674494916414
LSHADE-cnEpSin,Griewank,10,0,2.6942797992646206e-09
LSHADE-cnEpSin,Levy,10,0,1.4997597826618576e-32
LSHADE-cnEpSin,NoisyRastrigin,10,0,0.07637409109482185
LSHADE-cnEpSin,NoisySphere,10,0,0.0049970816786424396
LSHADE-cnEpSin,Rosenbrock,10,0,2.5475599040206717e-16
LSHADE-cnEpSin,RotatedElliptic,10,0,8.552158087272875e-18
LSHADE-cnEpSin,Schwefel,10,0,0.00012727566354442388
LSHADE-cnEpSin,Zakharov,10,0,2.936080200218341e-30
SHADE,Ackley,10,0,1.4711115214893766e-07
SHADE,BentCigar,10,0,1.4942107954740218e-07
SHADE,Composition,10,0,1.81181372526607e-07
SHADE,DynamicSphere,10,0,0.4711326423835684
SHADE,Griewank,10,0,0.09045753379615284
SHADE,Levy,10,0,3.874734247628715e-15
SHADE,NoisyRastrigin,10,0,3.7177467538655193
SHADE,NoisySphere,10,0,0.006948170462771322
SHADE,Rosenbrock,10,0,0.4796811599417306
SHADE,RotatedElliptic,10,0,1.3909977858078941
SHADE,Schwefel,10,0,0.009837241639615968
SHADE,Zakharov,10,0,4.398708908225538e-06
CMA-ES,Ackley,10,0,7.3181793875245145
CMA-ES,BentCigar,10,0,1368093226.37142
CMA-ES,Composition,10,0,2.220446049250313e-16
CMA-ES,DynamicSphere,10,0,251.7869018761424
CMA-ES,Griewank,10,0,10.748634131879836
CMA-ES,Levy,10,0,8.360993108143303
CMA-ES,NoisyRastrigin,10,0,29.18978933549071
CMA-ES,NoisySphere,10,0,679.4575129938722
CMA-ES,Rosenbrock,10,0,3.9640260487355843e-29
CMA-ES,RotatedElliptic,10,0,217589.99620722522
CMA-ES,Schwefel,10,0,1904.148739657231
CMA-ES,Zakharov,10,0,8.929768294039789
DE,Ackley,10,0,4.440892098500626e-16
DE,BentCigar,10,0,0.0
DE,Composition,10,0,2.220446049250313e-16
DE,DynamicSphere,10,0,0.0008081051882657036
DE,Griewank,10,0,0.08112794302304838
DE,Levy,10,0,1.4997597826618576e-32
DE,NoisyRastrigin,10,0,4.704324630728648
DE,NoisySphere,10,0,0.003136063901992841
DE,Rosenbrock,10,0,5.82395970207426
DE,RotatedElliptic,10,0,7974.306531085576
DE,Schwefel,10,0,260.7052736423466
DE,Zakharov,10,0,7.492836059810012e-21
