Alg,Function,Dim,Run,Best
ENS pop6 div1e-3 (joriy),Griewank,30,11,0.0
ENS pop6 div1e-3 (joriy),Griewank,30,12,0.0
ENS pop6 div1e-3 (joriy),Griewank,30,13,0.0
ENS pop6 div1e-3 (joriy),Griewank,30,14,0.0
ENS pop6 div1e-3 (joriy),Levy,30,0,2.0523756775742578e-30
ENS pop6 div1e-3 (joriy),Levy,30,1,0.17905650083288185
ENS pop6 div1e-3 (joriy),Levy,30,2,4.134085529668223e-31
ENS pop6 div1e-3 (joriy),Levy,30,3,1.146003366116696e-31
ENS pop6 div1e-3 (joriy),Levy,30,4,8.118195081070268e-31
ENS pop6 div1e-3 (joriy),Levy,30,5,4.134085529668231e-31
ENS pop6 div1e-3 (joriy),Levy,30,6,1.4997597826618576e-32
ENS pop6 div1e-3 (joriy),Levy,30,7,1.4997597826618576e-32
ENS pop6 div1e-3 (joriy),Levy,30,8,4.134085529668223e-31
ENS pop6 div1e-3 (joriy),Levy,30,9,8.11819508107026e-31
ENS pop6 div1e-3 (joriy),Levy,30,10,1.6086414183874387e-30
ENS pop6 div1e-3 (joriy),Levy,30,11,4.134085529668223e-31
ENS pop6 div1e-3 (joriy),Levy,30,12,5.130112917518733e-31
ENS pop6 div1e-3 (joriy),Levy,30,13,8.118195081070268e-31
ENS pop6 div1e-3 (joriy),Levy,30,14,1.146003366116696e-31
ENS pop6 div1e-3 (joriy),NoisyRastrigin,30,0,0.11338689052088746
ENS pop6 div1e-3 (joriy),NoisyRastrigin,30,1,0.17834841077609198
ENS pop6 div1e-3 (joriy),NoisyRastrigin,30,2,0.188170280213102
ENS pop6 div1e-3 (joriy),NoisyRastrigin,30,3,0.1861372077833039
ENS pop6 div1e-3 (joriy),NoisyRastrigin,30,4,0.078968625651477
ENS pop6 div1e-3 (joriy),NoisyRastrigin,30,5,0.15255070147928151
ENS pop6 div1e-3 (joriy),NoisyRastrigin,30,6,0.12165540399248975
ENS pop6 div1e-3 (joriy),NoisyRastrigin,30,7,0.14154848721107527
ENS pop6 div1e-3 (joriy),NoisyRastrigin,30,8,0.22107971194367337
ENS pop6 div1e-3 (joriy),NoisyRastrigin,30,9,0.21307505583588338
ENS pop6 div1e-3 (joriy),NoisyRastrigin,30,10,0.18098377570584567
ENS pop6 div1e-3 (joriy),NoisyRastrigin,30,11,0.08418283238598612
ENS pop6 div1e-3 (joriy),NoisyRastrigin,30,12,0.19752882891248902
ENS pop6 div1e-3 (joriy),NoisyRastrigin,30,13,0.12909192383580148
ENS pop6 div1e-3 (joriy),NoisyRastrigin,30,14,0.15417043017790277
ENS pop6 div1e-3 (joriy),NoisySphere,30,0,0.015557208764651347
ENS pop6 div1e-3 (joriy),NoisySphere,30,1,0.007417939869068829
ENS pop6 div1e-3 (joriy),NoisySphere,30,2,0.017288304186261462
ENS pop6 div1e-3 (joriy),NoisySphere,30,3,0.006555586288780988
ENS pop6 div1e-3 (joriy),NoisySphere,30,4,0.013203968127447606
ENS pop6 div1e-3 (joriy),NoisySphere,30,5,0.01863255685076405
ENS pop6 div1e-3 (joriy),NoisySphere,30,6,0.007970928085038801
ENS pop6 div1e-3 (joriy),NoisySphere,30,7,0.009932586140480875
ENS pop6 div1e-3 (joriy),NoisySphere,30,8,0.011691822886881439
ENS pop6 div1e-3 (joriy),NoisySphere,30,9,0.008472171184448053
ENS pop6 div1e-3 (joriy),NoisySphere,30,10,0.007712768598604755
ENS pop6 div1e-3 (joriy),NoisySphere,30,11,0.010397007850965844
ENS pop6 div1e-3 (joriy),NoisySphere,30,12,0.00735291293825435
ENS pop6 div1e-3 (joriy),NoisySphere,30,13,0.013828425726797685
ENS pop6 div1e-3 (joriy),NoisySphere,30,14,0.013106651000988345
ENS pop6 div1e-3 (joriy),Rosenbrock,30,0,1.0913580411592936
ENS pop6 div1e-3 (joriy),Rosenbrock,30,1,2.6441325966527858
ENS pop6 div1e-3 (joriy),Rosenbrock,30,2,3.4458266227368806
ENS pop6 div1e-3 (joriy),Rosenbrock,30,3,2.141561990003526
ENS pop6 div1e-3 (joriy),Rosenbrock,30,4,2.8223742245856993
ENS pop6 div1e-3 (joriy),Rosenbrock,30,5,1.0774692999717805
ENS pop6 div1e-3 (joriy),Rosenbrock,30,6,1.1961996175128995
ENS pop6 div1e-3 (joriy),Rosenbrock,30,7,3.504987750466843
ENS pop6 div1e-3 (joriy),Rosenbrock,30,8,0.9269460807775864
ENS pop6 div1e-3 (joriy),Rosenbrock,30,9,0.37707510704333447
ENS pop6 div1e-3 (joriy),Rosenbrock,30,10,0.9379617924533726
ENS pop6 div1e-3 (joriy),Rosenbrock,30,11,6.989560143655744
ENS pop6 div1e-3 (joriy),Rosenbrock,30,12,1.7078241949374426
ENS pop6 div1e-3 (joriy),Rosenbrock,30,13,2.236349884825105
ENS pop6 div1e-3 (joriy),Rosenbrock,30,14,2.4464166056020207
ENS pop6 div1e-3 (joriy),RotatedElliptic,30,0,6479.386462205222
ENS pop6 div1e-3 (joriy),RotatedElliptic,30,1,9060.73885841695
ENS pop6 div1e-3 (joriy),RotatedElliptic,30,2,2685.7548613741396
ENS pop6 div1e-3 (joriy),RotatedElliptic,30,3,222.15281252538983
ENS pop6 div1e-3 (joriy),RotatedElliptic,30,4,1482.0498469661022
ENS pop6 div1e-3 (joriy),RotatedElliptic,30,5,3372.253325327961
ENS pop6 div1e-3 (joriy),RotatedElliptic,30,6,3534.1033398159248
ENS pop6 div1e-3 (joriy),RotatedElliptic,30,7,3989.9206847404976
ENS pop6 div1e-3 (joriy),RotatedElliptic,30,8,248.09937773400964
ENS pop6 div1e-3 (joriy),RotatedElliptic,30,9,1430.2322265458074
ENS pop6 div1e-3 (joriy),RotatedElliptic,30,10,476.4214341679607
ENS pop6 div1e-3 (joriy),RotatedElliptic,30,11,2075.210263497216
ENS pop6 div1e-3 (joriy),RotatedElliptic,30,12,2702.7993787430705
ENS pop6 div1e-3 (joriy),RotatedElliptic,30,13,3238.9384848231043
ENS pop6 div1e-3 (joriy),RotatedElliptic,30,14,386.5271540239608
ENS pop6 div1e-3 (joriy),Schwefel,30,0,0.00038182698881428223
ENS pop6 div1e-3 (joriy),Schwefel,30,1,0.00038182698881428223
ENS pop6 div1e-3 (joriy),Schwefel,30,2,0.00038182698881428223
ENS pop6 div1e-3 (joriy),Schwefel,30,3,0.00038182698881428223
ENS pop6 div1e-3 (joriy),Schwefel,30,4,0.00038182698881428223
ENS pop6 div1e-3 (joriy),Schwefel,30,5,0.00038182698881428223
ENS pop6 div1e-3 (joriy),Schwefel,30,6,0.00038182698881428223
ENS pop6 div1e-3 (joriy),Schwefel,30,7,0.00038182698881428223
ENS pop6 div1e-3 (joriy),Schwefel,30,8,0.00038182698881428223
ENS pop6 div1e-3 (joriy),Schwefel,30,9,0.00038182698881428223
ENS pop6 div1e-3 (joriy),Schwefel,30,10,0.00038182698881428223
ENS pop6 div1e-3 (joriy),Schwefel,30,11,0.00038182698881428223
ENS pop6 div1e-3 (joriy),Schwefel,30,12,0.00038182698881428223
ENS pop6 div1e-3 (joriy),Schwefel,30,13,0.00038182698881428223
ENS pop6 div1e-3 (joriy),Schwefel,30,14,0.00038182698881428223
ENS pop6 div1e-3 (joriy),Zakharov,30,0,5.803825398714105e-16
ENS pop6 div1e-3 (joriy),Zakharov,30,1,2.1628408274487453e-17
ENS pop6 div1e-3 (joriy),Zakharov,30,2,2.995482764085094e-17
ENS pop6 div1e-3 (joriy),Zakharov,30,3,1.0275215061462645e-18
ENS pop6 div1e-3 (joriy),Zakharov,30,4,2.8572564304236713e-18
ENS pop6 div1e-3 (joriy),Zakharov,30,5,1.1718961287882743e-16
ENS pop6 div1e-3 (joriy),Zakharov,30,6,6.030871193213552e-18
ENS pop6 div1e-3 (joriy),Zakharov,30,7,8.578082140981271e-16
ENS pop6 div1e-3 (joriy),Zakharov,30,8,1.629919312497545e-17
ENS pop6 div1e-3 (joriy),Zakharov,30,9,1.3599281047697107e-16
ENS pop6 div1e-3 (joriy),Zakharov,30,10,7.657552383912272e-18
ENS pop6 div1e-3 (joriy),Zakharov,30,11,9.171066076879216e-18
ENS pop6 div1e-3 (joriy),Zakharov,30,12,2.1872131959315814e-16
ENS pop6 div1e-3 (joriy),Zakharov,30,13,2.044711248415853e-16
ENS pop6 div1e-3 (joriy),Zakharov,30,14,2.011528862861238e-17
ENS pop6 div1e-2,Ackley,30,0,7.549516567451064e-15
ENS pop6 div1e-2,Ackley,30,1,7.549516567451064e-15
ENS pop6 div1e-2,Ackley,30,2,7.549516567451064e-15
ENS pop6 div1e-2,Ackley,30,3,7.549516567451064e-15
ENS pop6 div1e-2,Ackley,30,4,7.549516567451064e-15
ENS pop6 div1e-2,Ackley,30,5,7.549516567451064e-15
ENS pop6 div1e-2,Ackley,30,6,7.549516567451064e-15
ENS pop6 div1e-2,Ackley,30,7,7.549516567451064e-15
ENS pop6 div1e-2,Ackley,30,8,7.549516567451064e-15
ENS pop6 div1e-2,Ackley,30,9,7.549516567451064e-15
ENS pop6 div1e-2,Ackley,30,10,1.1102230246251565e-14
ENS pop6 div1e-2,Ackley,30,11,7.549516567451064e-15
ENS pop6 div1e-2,Ackley,30,12,7.549516567451064e-15
ENS pop6 div1e-2,Ackley,30,13,7.549516567451064e-15
ENS pop6 div1e-2,Ackley,30,14,7.549516567451064e-15
ENS pop6 div1e-2,BentCigar,30,0,2.0194839173657902e-22
ENS pop6 div1e-2,BentCigar,30,1,5.0487097934144756e-23
ENS pop6 div1e-2,BentCigar,30,2,0.0
ENS pop6 div1e-2,BentCigar,30,3,5.0487097934144756e-23
ENS pop6 div1e-2,BentCigar,30,4,1.2621774483536189e-23
ENS pop6 div1e-2,BentCigar,30,5,6.310887241768094e-23
ENS pop6 div1e-2,BentCigar,30,6,1.0097419586828951e-22
ENS pop6 div1e-2,BentCigar,30,7,7.573064690121713e-23
ENS pop6 div1e-2,BentCigar,30,8,0.0
ENS pop6 div1e-2,BentCigar,30,9,1.2621774483536189e-23
ENS pop6 div1e-2,BentCigar,30,10,1.0097419586828951e-22
ENS pop6 div1e-2,BentCigar,30,11,1.2621774483536189e-23
ENS pop6 div1e-2,BentCigar,30,12,5.0487097934144756e-23
ENS pop6 div1e-2,BentCigar,30,13,0.0
ENS pop6 div1e-2,BentCigar,30,14,1.0412963948917356e-22
ENS pop6 div1e-2,Composition,30,0,1.998401444325288e-15
ENS pop6 div1e-2,Composition,30,1,2.220446049250313e-16
ENS pop6 div1e-2,Composition,30,2,1.998401444325307e-15
ENS pop6 div1e-2,Composition,30,3,1.998401444325288e-15
ENS pop6 div1e-2,Composition,30,4,2.220446049250313e-16
ENS pop6 div1e-2,Composition,30,5,2.220446049250313e-16
ENS pop6 div1e-2,Composition,30,6,1.998401444325307e-15
ENS pop6 div1e-2,Composition,30,7,1.998401444325307e-15
ENS pop6 div1e-2,Composition,30,8,1.998401444325288e-15
ENS pop6 div1e-2,Composition,30,9,1.998401444325307e-15
ENS pop6 div1e-2,Composition,30,10,3.774758283725564e-15
ENS pop6 div1e-2,Composition,30,11,1.998401444325307e-15
ENS pop6 div1e-2,Composition,30,12,5.551115123125884e-15
ENS pop6 div1e-2,Composition,30,13,1.998401444325307e-15
ENS pop6 div1e-2,Composition,30,14,1.998401444325288e-15
ENS pop6 div1e-2,DynamicSphere,30,0,0.08311982916001986
ENS pop6 div1e-2,DynamicSphere,30,1,0.06744307275453218
ENS pop6 div1e-2,DynamicSphere,30,2,0.09786761800848694
ENS pop6 div1e-2,DynamicSphere,30,3,0.07635387387533424
ENS pop6 div1e-2,DynamicSphere,30,4,0.07490232979965349
ENS pop6 div1e-2,DynamicSphere,30,5,0.07047880374663686
ENS pop6 div1e-2,DynamicSphere,30,6,0.08369517147542149
ENS pop6 div1e-2,DynamicSphere,30,7,0.06818083977247763
ENS pop6 div1e-2,DynamicSphere,30,8,0.09832636258485294
ENS pop6 div1e-2,DynamicSphere,30,9,0.08066037511889823
ENS pop6 div1e-2,DynamicSphere,30,10,0.07068462748791796
ENS pop6 div1e-2,DynamicSphere,30,11,0.11540697591369337
ENS pop6 div1e-2,DynamicSphere,30,12,0.08046499304750585
ENS pop6 div1e-2,DynamicSphere,30,13,0.07994509874721374
ENS pop6 div1e-2,DynamicSphere,30,14,0.11640755483341611
ENS pop6 div1e-2,Griewank,30,0,0.0
ENS pop6 div1e-2,Griewank,30,1,0.0
ENS pop6 div1e-2,Griewank,30,2,0.0
ENS pop6 div1e-2,Griewank,30,3,0.0
ENS pop6 div1e-2,Griewank,30,4,0.00985728460782076
ENS pop6 div1e-2,Griewank,30,5,0.0
ENS pop6 div1e-2,Griewank,30,6,0.0
ENS pop6 div1e-2,Griewank,30,7,0.0
ENS pop6 div1e-2,Griewank,30,8,0.0
ENS pop6 div1e-2,Griewank,30,9,0.0
ENS pop6 div1e-2,Griewank,30,10,0.0
ENS pop6 div1e-2,Griewank,30,11,0.0
ENS pop6 div1e-2,Griewank,30,12,0.0
ENS pop6 div1e-2,Griewank,30,13,0.0
ENS pop6 div1e-2,Griewank,30,14,0.0
ENS pop6 div1e-2,Levy,30,0,2.0523756775742578e-30
ENS pop6 div1e-2,Levy,30,1,0.17905650083288185
ENS pop6 div1e-2,Levy,30,2,4.134085529668223e-31
ENS pop6 div1e-2,Levy,30,3,1.146003366116696e-31
ENS pop6 div1e-2,Levy,30,4,8.118195081070268e-31
ENS pop6 div1e-2,Levy,30,5,4.134085529668231e-31
ENS pop6 div1e-2,Levy,30,6,1.4997597826618576e-32
ENS pop6 div1e-2,Levy,30,7,1.4997597826618576e-32
ENS pop6 div1e-2,Levy,30,8,4.134085529668223e-31
ENS pop6 div1e-2,Levy,30,9,8.11819508107026e-31
ENS pop6 div1e-2,Levy,30,10,1.6086414183874387e-30
ENS pop6 div1e-2,Levy,30,11,4.134085529668223e-31
ENS pop6 div1e-2,Levy,30,12,5.130112917518733e-31
ENS pop6 div1e-2,Levy,30,13,8.118195081070268e-31
ENS pop6 div1e-2,Levy,30,14,1.146003366116696e-31
ENS pop6 div1e-2,NoisyRastrigin,30,0,0.11338689052088746
ENS pop6 div1e-2,NoisyRastrigin,30,1,0.17834841077609198
ENS pop6 div1e-2,NoisyRastrigin,30,2,0.188170280213102
ENS pop6 div1e-2,NoisyRastrigin,30,3,0.1861372077833039
ENS pop6 div1e-2,NoisyRastrigin,30,4,0.078968625651477
ENS pop6 div1e-2,NoisyRastrigin,30,5,0.15255070147928151
ENS pop6 div1e-2,NoisyRastrigin,30,6,0.12165540399248975
ENS pop6 div1e-2,NoisyRastrigin,30,7,0.14154848721107527
ENS pop6 div1e-2,NoisyRastrigin,30,8,0.22107971194367337
ENS pop6 div1e-2,NoisyRastrigin,30,9,0.21307505583588338
ENS pop6 div1e-2,NoisyRastrigin,30,10,0.18098377570584567
ENS pop6 div1e-2,NoisyRastrigin,30,11,0.08418283238598612
ENS pop6 div1e-2,NoisyRastrigin,30,12,0.19752882891248902
ENS pop6 div1e-2,NoisyRastrigin,30,13,0.12909192383580148
ENS pop6 div1e-2,NoisyRastrigin,30,14,0.15417043017790277
ENS pop6 div1e-2,NoisySphere,30,0,0.015557208764651347
ENS pop6 div1e-2,NoisySphere,30,1,0.007417939869068829
ENS pop6 div1e-2,NoisySphere,30,2,0.017288304186261462
ENS pop6 div1e-2,NoisySphere,30,3,0.006555586288780988
ENS pop6 div1e-2,NoisySphere,30,4,0.013203968127447606
ENS pop6 div1e-2,NoisySphere,30,5,0.01863255685076405
ENS pop6 div1e-2,NoisySphere,30,6,0.007970928085038801
ENS pop6 div1e-2,NoisySphere,30,7,0.009932586140480875
ENS pop6 div1e-2,NoisySphere,30,8,0.011691822886881439
ENS pop6 div1e-2,NoisySphere,30,9,0.008472171184448053
ENS pop6 div1e-2,NoisySphere,30,10,0.007712768598604755
ENS pop6 div1e-2,NoisySphere,30,11,0.010397007850965844
ENS pop6 div1e-2,NoisySphere,30,12,0.00735291293825435
ENS pop6 div1e-2,NoisySphere,30,13,0.013828425726797685
ENS pop6 div1e-2,NoisySphere,30,14,0.013106651000988345
ENS pop6 div1e-2,Rosenbrock,30,0,1.0913580411592936
ENS pop6 div1e-2,Rosenbrock,30,1,2.6441325966527858
ENS pop6 div1e-2,Rosenbrock,30,2,3.4458266227368806
ENS pop6 div1e-2,Rosenbrock,30,3,2.141561990003526
ENS pop6 div1e-2,Rosenbrock,30,4,2.8223742245856993
ENS pop6 div1e-2,Rosenbrock,30,5,1.0774692999717805
ENS pop6 div1e-2,Rosenbrock,30,6,1.1961996175128995
ENS pop6 div1e-2,Rosenbrock,30,7,3.504987750466843
ENS pop6 div1e-2,Rosenbrock,30,8,0.9269460807775864
ENS pop6 div1e-2,Rosenbrock,30,9,0.37707510704333447
ENS pop6 div1e-2,Rosenbrock,30,10,0.9379617924533726
ENS pop6 div1e-2,Rosenbrock,30,11,6.989560143655744
ENS pop6 div1e-2,Rosenbrock,30,12,1.7078241949374426
ENS pop6 div1e-2,Rosenbrock,30,13,2.236349884825105
ENS pop6 div1e-2,Rosenbrock,30,14,2.4464166056020207
ENS pop6 div1e-2,RotatedElliptic,30,0,6479.386462205222
ENS pop6 div1e-2,RotatedElliptic,30,1,9060.73885841695
ENS pop6 div1e-2,RotatedElliptic,30,2,2685.7548613741396
ENS pop6 div1e-2,RotatedElliptic,30,3,222.15281252538983
ENS pop6 div1e-2,RotatedElliptic,30,4,1482.0498469661022
ENS pop6 div1e-2,RotatedElliptic,30,5,3372.253325327961
ENS pop6 div1e-2,RotatedElliptic,30,6,3534.1033398159248
ENS pop6 div1e-2,RotatedElliptic,30,7,3989.9206847404976
ENS pop6 div1e-2,RotatedElliptic,30,8,248.09937773400964
ENS pop6 div1e-2,RotatedElliptic,30,9,1430.2322265458074
ENS pop6 div1e-2,RotatedElliptic,30,10,476.4214341679607
ENS pop6 div1e-2,RotatedElliptic,30,11,2075.210263497216
ENS pop6 div1e-2,RotatedElliptic,30,12,2702.7993787430705
ENS pop6 div1e-2,RotatedElliptic,30,13,3238.9384848231043
ENS pop6 div1e-2,RotatedElliptic,30,14,386.5271540239608
ENS pop6 div1e-2,Schwefel,30,0,0.00038182698881428223
ENS pop6 div1e-2,Schwefel,30,1,0.00038182698881428223
ENS pop6 div1e-2,Schwefel,30,2,0.00038182698881428223
ENS pop6 div1e-2,Schwefel,30,3,0.00038182698881428223
ENS pop6 div1e-2,Schwefel,30,4,0.00038182698881428223
ENS pop6 div1e-2,Schwefel,30,5,0.00038182698881428223
ENS pop6 div1e-2,Schwefel,30,6,0.00038182698881428223
ENS pop6 div1e-2,Schwefel,30,7,0.00038182698881428223
ENS pop6 div1e-2,Schwefel,30,8,0.00038182698881428223
ENS pop6 div1e-2,Schwefel,30,9,0.00038182698881428223
ENS pop6 div1e-2,Schwefel,30,10,0.00038182698881428223
ENS pop6 div1e-2,Schwefel,30,11,0.00038182698881428223
ENS pop6 div1e-2,Schwefel,30,12,0.00038182698881428223
ENS pop6 div1e-2,Schwefel,30,13,0.00038182698881428223
ENS pop6 div1e-2,Schwefel,30,14,0.00038182698881428223
ENS pop6 div1e-2,Zakharov,30,0,5.803825398714105e-16
ENS pop6 div1e-2,Zakharov,30,1,2.1628408274487453e-17
ENS pop6 div1e-2,Zakharov,30,2,2.995482764085094e-17
ENS pop6 div1e-2,Zakharov,30,3,1.0275215061462645e-18
ENS pop6 div1e-2,Zakharov,30,4,2.8572564304236713e-18
ENS pop6 div1e-2,Zakharov,30,5,1.1718961287882743e-16
ENS pop6 div1e-2,Zakharov,30,6,6.030871193213552e-18
ENS pop6 div1e-2,Zakharov,30,7,8.578082140981271e-16
ENS pop6 div1e-2,Zakharov,30,8,1.629919312497545e-17
ENS pop6 div1e-2,Zakharov,30,9,1.3599281047697107e-16
ENS pop6 div1e-2,Zakharov,30,10,7.657552383912272e-18
ENS pop6 div1e-2,Zakharov,30,11,9.171066076879216e-18
ENS pop6 div1e-2,Zakharov,30,12,2.1872131959315814e-16
ENS pop6 div1e-2,Zakharov,30,13,2.044711248415853e-16
ENS pop6 div1e-2,Zakharov,30,14,2.011528862861238e-17
ENS pop6 div1e-1,Ackley,30,0,7.549516567451064e-15
ENS pop6 div1e-1,Ackley,30,1,7.549516567451064e-15
ENS pop6 div1e-1,Ackley,30,2,7.549516567451064e-15
ENS pop6 div1e-1,Ackley,30,3,7.549516567451064e-15
ENS pop6 div1e-1,Ackley,30,4,7.549516567451064e-15
ENS pop6 div1e-1,Ackley,30,5,7.549516567451064e-15
ENS pop6 div1e-1,Ackley,30,6,7.549516567451064e-15
ENS pop6 div1e-1,Ackley,30,7,7.549516567451064e-15
ENS pop6 div1e-1,Ackley,30,8,7.549516567451064e-15
ENS pop6 div1e-1,Ackley,30,9,7.549516567451064e-15
ENS pop6 div1e-1,Ackley,30,10,1.1102230246251565e-14
ENS pop6 div1e-1,Ackley,30,11,7.549516567451064e-15
ENS pop6 div1e-1,Ackley,30,12,7.549516567451064e-15
ENS pop6 div1e-1,Ackley,30,13,7.549516567451064e-15
ENS pop6 div1e-1,Ackley,30,14,7.549516567451064e-15
ENS pop6 div1e-1,BentCigar,30,0,2.0194839173657902e-22
ENS pop6 div1e-1,BentCigar,30,1,5.0487097934144756e-23
ENS pop6 div1e-1,BentCigar,30,2,0.0
ENS pop6 div1e-1,BentCigar,30,3,5.0487097934144756e-23
ENS pop6 div1e-1,BentCigar,30,4,1.2621774483536189e-23
ENS pop6 div1e-1,BentCigar,30,5,6.310887241768094e-23
ENS pop6 div1e-1,BentCigar,30,6,1.0097419586828951e-22
ENS pop6 div1e-1,BentCigar,30,7,7.573064690121713e-23
ENS pop6 div1e-1,BentCigar,30,8,0.0
ENS pop6 div1e-1,BentCigar,30,9,1.2621774483536189e-23
ENS pop6 div1e-1,BentCigar,30,10,1.0097419586828951e-22
ENS pop6 div1e-1,BentCigar,30,11,1.2621774483536189e-23
ENS pop6 div1e-1,BentCigar,30,12,5.0487097934144756e-23
ENS pop6 div1e-1,BentCigar,30,13,0.0
ENS pop6 div1e-1,BentCigar,30,14,1.0412963948917356e-22
ENS pop6 div1e-1,Composition,30,0,1.998401444325288e-15
ENS pop6 div1e-1,Composition,30,1,2.220446049250313e-16
ENS pop6 div1e-1,Composition,30,2,1.998401444325307e-15
ENS pop6 div1e-1,Composition,30,3,1.998401444325288e-15
ENS pop6 div1e-1,Composition,30,4,2.220446049250313e-16
ENS pop6 div1e-1,Composition,30,5,2.220446049250313e-16
