Config,Function,Dim,Run,Best
18*D + N_min=20 - CRfloor,Schwefel,50,1,4638.98440916877
18*D + N_min=20 - CRfloor,Schwefel,50,2,4066.5599279823073
18*D + N_min=20 - CRfloor,Schwefel,50,3,4204.610482442775
18*D + N_min=20 - CRfloor,Schwefel,50,4,5882.601916330641
18*D + N_min=20 - CRfloor,Schwefel,50,5,3691.3450542789724
18*D + N_min=20 - CRfloor,Schwefel,50,6,4678.465234763342
18*D + N_min=20 - CRfloor,Schwefel,50,7,4934.974780537625
18*D + N_min=20 - CRfloor,Schwefel,50,8,5586.462301094669
18*D + N_min=20 - CRfloor,Schwefel,50,9,6810.690737841696
18*D + N_min=20 - CRfloor,Schwefel,50,10,4520.637953069043
18*D + N_min=20 - CRfloor,Schwefel,100,0,9988.664628979772
18*D + N_min=20 - CRfloor,Schwefel,100,1,11236.010101771662
18*D + N_min=20 - CRfloor,Schwefel,100,2,7126.054685046474
18*D + N_min=20 - CRfloor,Schwefel,100,3,14292.502970531288
18*D + N_min=20 - CRfloor,Schwefel,100,4,10719.230117433824
18*D + N_min=20 - CRfloor,Schwefel,100,5,6711.5341005487935
18*D + N_min=20 - CRfloor,Schwefel,100,6,12219.450686250628
18*D + N_min=20 - CRfloor,Schwefel,100,7,10462.207037109925
18*D + N_min=20 - CRfloor,Schwefel,100,8,14114.766079010238
18*D + N_min=20 - CRfloor,Schwefel,100,9,7284.102406741433
18*D + N_min=20 - CRfloor,Schwefel,100,10,9534.499046493082
18*D + N_min=20 - CRfloor,NoisyRastrigin,50,0,43.88503038910259
18*D + N_min=20 - CRfloor,NoisyRastrigin,50,1,45.832278011967844
18*D + N_min=20 - CRfloor,NoisyRastrigin,50,2,64.85671173864704
18*D + N_min=20 - CRfloor,NoisyRastrigin,50,3,53.803765956526455
18*D + N_min=20 - CRfloor,NoisyRastrigin,50,4,51.83320930884088
18*D + N_min=20 - CRfloor,NoisyRastrigin,50,5,30.022604133712484
18*D + N_min=20 - CRfloor,NoisyRastrigin,50,6,65.7717783215472
18*D + N_min=20 - CRfloor,NoisyRastrigin,50,7,46.919861050144455
18*D + N_min=20 - CRfloor,NoisyRastrigin,50,8,62.92234834840055
18*D + N_min=20 - CRfloor,NoisyRastrigin,50,9,34.97598519869821
18*D + N_min=20 - CRfloor,NoisyRastrigin,50,10,56.76237473983916
18*D + N_min=20 - CRfloor,NoisyRastrigin,100,0,101.05235313720243
18*D + N_min=20 - CRfloor,NoisyRastrigin,100,1,146.686570135618
18*D + N_min=20 - CRfloor,NoisyRastrigin,100,2,90.41696437788694
18*D + N_min=20 - CRfloor,NoisyRastrigin,100,3,138.55744680944636
18*D + N_min=20 - CRfloor,NoisyRastrigin,100,4,122.85257773841714
18*D + N_min=20 - CRfloor,NoisyRastrigin,100,5,139.74050981921724
18*D + N_min=20 - CRfloor,NoisyRastrigin,100,6,133.92321483482357
18*D + N_min=20 - CRfloor,NoisyRastrigin,100,7,154.64736531188146
18*D + N_min=20 - CRfloor,NoisyRastrigin,100,8,133.77587468522586
18*D + N_min=20 - CRfloor,NoisyRastrigin,100,9,110.08752155649981
18*D + N_min=20 - CRfloor,NoisyRastrigin,100,10,160.54944795891885
DE (raqib),Schwefel,30,0,2257.914037062139
DE (raqib),Schwefel,30,1,2031.1136662842327
DE (raqib),Schwefel,30,2,2223.454270952421
DE (raqib),Schwefel,30,3,1661.1711854534515
DE (raqib),Schwefel,30,4,2740.8329065030266
DE (raqib),Schwefel,30,5,1138.9934119102854
DE (raqib),Schwefel,30,6,2142.5098214720347
DE (raqib),Schwefel,30,7,1664.229468042924
DE (raqib),Schwefel,30,8,1245.812740684125
DE (raqib),Schwefel,30,9,2653.138097575971
DE (raqib),Schwefel,30,10,1545.249830170491
DE (raqib),Schwefel,50,0,3789.0938163048595
DE (raqib),Schwefel,50,1,3299.348282885294
DE (raqib),Schwefel,50,2,4542.299451785289
DE (raqib),Schwefel,50,3,5916.609582912779
DE (raqib),Schwefel,50,4,4281.985396644071
DE (raqib),Schwefel,50,5,3603.486825111133
DE (raqib),Schwefel,50,6,4869.478353499022
DE (raqib),Schwefel,50,7,4035.5598346163024
DE (raqib),Schwefel,50,8,3325.3763626555738
DE (raqib),Schwefel,50,9,4804.122393529871
DE (raqib),Schwefel,50,10,5613.240788106466
DE (raqib),Schwefel,100,0,10703.797991601681
DE (raqib),Schwefel,100,1,10534.332618754215
DE (raqib),Schwefel,100,2,9669.143012888824
DE (raqib),Schwefel,100,3,10677.600632113128
DE (raqib),Schwefel,100,4,10270.04889295623
DE (raqib),Schwefel,100,5,11496.07457555766
DE (raqib),Schwefel,100,6,10971.0732936811
DE (raqib),Schwefel,100,7,11405.044756029518
DE (raqib),Schwefel,100,8,13200.049901987051
DE (raqib),Schwefel,100,9,12551.409408197273
DE (raqib),Schwefel,100,10,10436.669309231816
DE (raqib),NoisyRastrigin,50,0,35.75742692347427
DE (raqib),NoisyRastrigin,50,1,93.77839961257442
DE (raqib),NoisyRastrigin,50,2,100.49365129119965
DE (raqib),NoisyRastrigin,50,3,28.3314496254109
DE (raqib),NoisyRastrigin,50,4,46.2622277013468
DE (raqib),NoisyRastrigin,50,5,37.481366153329475
DE (raqib),NoisyRastrigin,50,6,21.40904725250666
DE (raqib),NoisyRastrigin,50,7,23.128464174756942
DE (raqib),NoisyRastrigin,50,8,29.91978907162121
DE (raqib),NoisyRastrigin,50,9,33.24499071881584
DE (raqib),NoisyRastrigin,50,10,35.04285332348122
DE (raqib),NoisyRastrigin,100,0,103.65531439818525
DE (raqib),NoisyRastrigin,100,1,114.96266079889389
DE (raqib),NoisyRastrigin,100,2,83.64523012012086
DE (raqib),NoisyRastrigin,100,3,75.87118326226705
DE (raqib),NoisyRastrigin,100,4,93.8116339358511
DE (raqib),NoisyRastrigin,100,5,158.83128327385222
DE (raqib),NoisyRastrigin,100,6,123.47100244555558
DE (raqib),NoisyRastrigin,100,7,148.41044522011046
DE (raqib),NoisyRastrigin,100,8,132.5141452088196
DE (raqib),NoisyRastrigin,100,9,109.37200525577165
DE (raqib),NoisyRastrigin,100,10,90.6938014311576
