Alg,Function,Dim,Run,Best
ENS pop6 (yangi),Griewank,30,4,0.00985728460782076
ENS pop6 (yangi),Griewank,30,5,0.0
ENS pop6 (yangi),Griewank,30,6,0.0
ENS pop6 (yangi),Griewank,30,7,0.0
ENS pop6 (yangi),Griewank,30,8,0.0
ENS pop6 (yangi),Griewank,30,9,0.0
ENS pop6 (yangi),Griewank,30,10,0.0
ENS pop6 (yangi),Griewank,30,11,0.0
ENS pop6 (yangi),Griewank,30,12,0.0
ENS pop6 (yangi),Griewank,30,13,0.0
ENS pop6 (yangi),Griewank,30,14,0.0
ENS pop6 (yangi),Levy,30,0,2.0523756775742578e-30
ENS pop6 (yangi),Levy,30,1,0.17905650083288185
ENS pop6 (yangi),Levy,30,2,4.134085529668223e-31
ENS pop6 (yangi),Levy,30,3,1.146003366116696e-31
ENS pop6 (yangi),Levy,30,4,8.118195081070268e-31
ENS pop6 (yangi),Levy,30,5,4.134085529668231e-31
ENS pop6 (yangi),Levy,30,6,1.4997597826618576e-32
ENS pop6 (yangi),Levy,30,7,1.4997597826618576e-32
ENS pop6 (yangi),Levy,30,8,4.134085529668223e-31
ENS pop6 (yangi),Levy,30,9,8.11819508107026e-31
ENS pop6 (yangi),Levy,30,10,1.6086414183874387e-30
ENS pop6 (yangi),Levy,30,11,4.134085529668223e-31
ENS pop6 (yangi),Levy,30,12,5.130112917518733e-31
ENS pop6 (yangi),Levy,30,13,8.118195081070268e-31
ENS pop6 (yangi),Levy,30,14,1.146003366116696e-31
ENS pop6 (yangi),NoisyRastrigin,30,0,0.11338689052088746
ENS pop6 (yangi),NoisyRastrigin,30,1,0.17834841077609198
ENS pop6 (yangi),NoisyRastrigin,30,2,0.188170280213102
ENS pop6 (yangi),NoisyRastrigin,30,3,0.1861372077833039
ENS pop6 (yangi),NoisyRastrigin,30,4,0.078968625651477
ENS pop6 (yangi),NoisyRastrigin,30,5,0.15255070147928151
ENS pop6 (yangi),NoisyRastrigin,30,6,0.12165540399248975
ENS pop6 (yangi),NoisyRastrigin,30,7,0.14154848721107527
ENS pop6 (yangi),NoisyRastrigin,30,8,0.22107971194367337
ENS pop6 (yangi),NoisyRastrigin,30,9,0.21307505583588338
ENS pop6 (yangi),NoisyRastrigin,30,10,0.18098377570584567
ENS pop6 (yangi),NoisyRastrigin,30,11,0.08418283238598612
ENS pop6 (yangi),NoisyRastrigin,30,12,0.19752882891248902
ENS pop6 (yangi),NoisyRastrigin,30,13,0.12909192383580148
ENS pop6 (yangi),NoisyRastrigin,30,14,0.15417043017790277
ENS pop6 (yangi),NoisySphere,30,0,0.015557208764651347
ENS pop6 (yangi),NoisySphere,30,1,0.007417939869068829
ENS pop6 (yangi),NoisySphere,30,2,0.017288304186261462
ENS pop6 (yangi),NoisySphere,30,3,0.006555586288780988
ENS pop6 (yangi),NoisySphere,30,4,0.013203968127447606
ENS pop6 (yangi),NoisySphere,30,5,0.01863255685076405
ENS pop6 (yangi),NoisySphere,30,6,0.007970928085038801
ENS pop6 (yangi),NoisySphere,30,7,0.009932586140480875
ENS pop6 (yangi),NoisySphere,30,8,0.011691822886881439
ENS pop6 (yangi),NoisySphere,30,9,0.008472171184448053
ENS pop6 (yangi),NoisySphere,30,10,0.007712768598604755
ENS pop6 (yangi),NoisySphere,30,11,0.010397007850965844
ENS pop6 (yangi),NoisySphere,30,12,0.00735291293825435
ENS pop6 (yangi),NoisySphere,30,13,0.013828425726797685
ENS pop6 (yangi),NoisySphere,30,14,0.013106651000988345
ENS pop6 (yangi),Rosenbrock,30,0,1.0913580411592936
ENS pop6 (yangi),Rosenbrock,30,1,2.6441325966527858
ENS pop6 (yangi),Rosenbrock,30,2,3.4458266227368806
ENS pop6 (yangi),Rosenbrock,30,3,2.141561990003526
ENS pop6 (yangi),Rosenbrock,30,4,2.8223742245856993
ENS pop6 (yangi),Rosenbrock,30,5,1.0774692999717805
ENS pop6 (yangi),Rosenbrock,30,6,1.1961996175128995
ENS pop6 (yangi),Rosenbrock,30,7,3.504987750466843
ENS pop6 (yangi),Rosenbrock,30,8,0.9269460807775864
ENS pop6 (yangi),Rosenbrock,30,9,0.37707510704333447
ENS pop6 (yangi),Rosenbrock,30,10,0.9379617924533726
ENS pop6 (yangi),Rosenbrock,30,11,6.989560143655744
ENS pop6 (yangi),Rosenbrock,30,12,1.7078241949374426
ENS pop6 (yangi),Rosenbrock,30,13,2.236349884825105
ENS pop6 (yangi),Rosenbrock,30,14,2.4464166056020207
ENS pop6 (yangi),RotatedElliptic,30,0,6479.386462205222
ENS pop6 (yangi),RotatedElliptic,30,1,9060.73885841695
ENS pop6 (yangi),RotatedElliptic,30,2,2685.7548613741396
ENS pop6 (yangi),RotatedElliptic,30,3,222.15281252538983
ENS pop6 (yangi),RotatedElliptic,30,4,1482.0498469661022
ENS pop6 (yangi),RotatedElliptic,30,5,3372.253325327961
ENS pop6 (yangi),RotatedElliptic,30,6,3534.1033398159248
ENS pop6 (yangi),RotatedElliptic,30,7,3989.9206847404976
ENS pop6 (yangi),RotatedElliptic,30,8,248.09937773400964
ENS pop6 (yangi),RotatedElliptic,30,9,1430.2322265458074
ENS pop6 (yangi),RotatedElliptic,30,10,476.4214341679607
ENS pop6 (yangi),RotatedElliptic,30,11,2075.210263497216
ENS pop6 (yangi),RotatedElliptic,30,12,2702.7993787430705
ENS pop6 (yangi),RotatedElliptic,30,13,3238.9384848231043
ENS pop6 (yangi),RotatedElliptic,30,14,386.5271540239608
ENS pop6 (yangi),Schwefel,30,0,0.00038182698881428223
ENS pop6 (yangi),Schwefel,30,1,0.00038182698881428223
ENS pop6 (yangi),Schwefel,30,2,0.00038182698881428223
ENS pop6 (yangi),Schwefel,30,3,0.00038182698881428223
ENS pop6 (yangi),Schwefel,30,4,0.00038182698881428223
ENS pop6 (yangi),Schwefel,30,5,0.00038182698881428223
ENS pop6 (yangi),Schwefel,30,6,0.00038182698881428223
ENS pop6 (yangi),Schwefel,30,7,0.00038182698881428223
ENS pop6 (yangi),Schwefel,30,8,0.00038182698881428223
ENS pop6 (yangi),Schwefel,30,9,0.00038182698881428223
ENS pop6 (yangi),Schwefel,30,10,0.00038182698881428223
ENS pop6 (yangi),Schwefel,30,11,0.00038182698881428223
ENS pop6 (yangi),Schwefel,30,12,0.00038182698881428223
ENS pop6 (yangi),Schwefel,30,13,0.00038182698881428223
ENS pop6 (yangi),Schwefel,30,14,0.00038182698881428223
ENS pop6 (yangi),Zakharov,30,0,5.803825398714105e-16
ENS pop6 (yangi),Zakharov,30,1,2.1628408274487453e-17
ENS pop6 (yangi),Zakharov,30,2,2.995482764085094e-17
ENS pop6 (yangi),Zakharov,30,3,1.0275215061462645e-18
ENS pop6 (yangi),Zakharov,30,4,2.8572564304236713e-18
ENS pop6 (yangi),Zakharov,30,5,1.1718961287882743e-16
ENS pop6 (yangi),Zakharov,30,6,6.030871193213552e-18
ENS pop6 (yangi),Zakharov,30,7,8.578082140981271e-16
ENS pop6 (yangi),Zakharov,30,8,1.629919312497545e-17
ENS pop6 (yangi),Zakharov,30,9,1.3599281047697107e-16
ENS pop6 (yangi),Zakharov,30,10,7.657552383912272e-18
ENS pop6 (yangi),Zakharov,30,11,9.171066076879216e-18
ENS pop6 (yangi),Zakharov,30,12,2.1872131959315814e-16
ENS pop6 (yangi),Zakharov,30,13,2.044711248415853e-16
ENS pop6 (yangi),Zakharov,30,14,2.011528862861238e-17
ENS pop8,Ackley,30,0,7.549516567451064e-15
ENS pop8,Ackley,30,1,1.1102230246251565e-14
ENS pop8,Ackley,30,2,1.1102230246251565e-14
ENS pop8,Ackley,30,3,7.549516567451064e-15
ENS pop8,Ackley,30,4,1.1102230246251565e-14
ENS pop8,Ackley,30,5,1.4654943925052066e-14
ENS pop8,Ackley,30,6,1.1102230246251565e-14
ENS pop8,Ackley,30,7,1.1102230246251565e-14
ENS pop8,Ackley,30,8,1.1102230246251565e-14
ENS pop8,Ackley,30,9,7.549516567451064e-15
ENS pop8,Ackley,30,10,7.549516567451064e-15
ENS pop8,Ackley,30,11,1.1102230246251565e-14
ENS pop8,Ackley,30,12,7.549516567451064e-15
ENS pop8,Ackley,30,13,7.549516567451064e-15
ENS pop8,Ackley,30,14,1.1102230246251565e-14
ENS pop8,BentCigar,30,0,2.620932802305167e-22
ENS pop8,BentCigar,30,1,5.0487097934144756e-23
ENS pop8,BentCigar,30,2,1.0097430946425986e-22
ENS pop8,BentCigar,30,3,1.0734180732885027e-20
ENS pop8,BentCigar,30,4,1.6408762474655901e-22
ENS pop8,BentCigar,30,5,3.1881319413033643e-21
ENS pop8,BentCigar,30,6,3.2816625016791126e-22
ENS pop8,BentCigar,30,7,6.310887241768094e-23
ENS pop8,BentCigar,30,8,5.0487097934144756e-23
ENS pop8,BentCigar,30,9,2.524354896707238e-22
ENS pop8,BentCigar,30,10,5.73174374602264e-23
ENS pop8,BentCigar,30,11,6.334603871567021e-23
ENS pop8,BentCigar,30,12,4.0203191629321557e-25
ENS pop8,BentCigar,30,13,1.2621774483536189e-23
ENS pop8,BentCigar,30,14,1.0097419586828951e-22
ENS pop8,Composition,30,0,3.774758283725589e-15
ENS pop8,Composition,30,1,3.774758283725608e-15
ENS pop8,Composition,30,2,1.998401444325307e-15
ENS pop8,Composition,30,3,3.774758283725608e-15
ENS pop8,Composition,30,4,3.774758283725608e-15
ENS pop8,Composition,30,5,3.77475828372557e-15
ENS pop8,Composition,30,6,3.77475828372557e-15
ENS pop8,Composition,30,7,3.774758283725564e-15
ENS pop8,Composition,30,8,3.7747582837256024e-15
ENS pop8,Composition,30,9,1.998401444325307e-15
ENS pop8,Composition,30,10,2.220446049250313e-16
ENS pop8,Composition,30,11,1.998401444325307e-15
ENS pop8,Composition,30,12,1.9984014443253007e-15
ENS pop8,Composition,30,13,3.774758283725564e-15
ENS pop8,Composition,30,14,3.774758283725584e-15
ENS pop8,DynamicSphere,30,0,0.0665455202373763
ENS pop8,DynamicSphere,30,1,0.09172099230077736
ENS pop8,DynamicSphere,30,2,0.06988531691685558
ENS pop8,DynamicSphere,30,3,0.07498511623177344
ENS pop8,DynamicSphere,30,4,0.08635944657077256
ENS pop8,DynamicSphere,30,5,0.06203769595135482
ENS pop8,DynamicSphere,30,6,0.07545080238123178
ENS pop8,DynamicSphere,30,7,0.06931755157234332
ENS pop8,DynamicSphere,30,8,0.10218882011255825
ENS pop8,DynamicSphere,30,9,0.07319322714320249
ENS pop8,DynamicSphere,30,10,0.09953375495352568
ENS pop8,DynamicSphere,30,11,0.11437674665460572
ENS pop8,DynamicSphere,30,12,0.0956745899010369
ENS pop8,DynamicSphere,30,13,0.09625995088461697
ENS pop8,DynamicSphere,30,14,0.0954202127552916
ENS pop8,Griewank,30,0,0.0
ENS pop8,Griewank,30,1,0.0
ENS pop8,Griewank,30,2,0.0
ENS pop8,Griewank,30,3,0.0
ENS pop8,Griewank,30,4,0.0
ENS pop8,Griewank,30,5,0.0
ENS pop8,Griewank,30,6,0.0
ENS pop8,Griewank,30,7,0.0
ENS pop8,Griewank,30,8,0.0
ENS pop8,Griewank,30,9,0.0
ENS pop8,Griewank,30,10,0.0
ENS pop8,Griewank,30,11,0.0
ENS pop8,Griewank,30,12,0.0
ENS pop8,Griewank,30,13,0.0
ENS pop8,Griewank,30,14,0.0
ENS pop8,Levy,30,0,4.134085529668231e-31
ENS pop8,Levy,30,1,4.134085529668223e-31
ENS pop8,Levy,30,2,5.130112917518741e-31
ENS pop8,Levy,30,3,1.7082441571724855e-30
ENS pop8,Levy,30,4,1.4094359408173333e-30
ENS pop8,Levy,30,5,3.472806704797759e-30
ENS pop8,Levy,30,6,4.134085529668223e-31
ENS pop8,Levy,30,7,2.9527808291694117e-30
ENS pop8,Levy,30,8,8.118195081070268e-31
ENS pop8,Levy,30,9,2.106655112312694e-30
ENS pop8,Levy,30,10,1.4997597826618576e-32
ENS pop8,Levy,30,11,2.7042715450229958e-30
ENS pop8,Levy,30,12,3.3511917843096166e-30
ENS pop8,Levy,30,13,4.134085529668231e-31
ENS pop8,Levy,30,14,8.118195081070268e-31
ENS pop8,NoisyRastrigin,30,0,0.16616502984341786
ENS pop8,NoisyRastrigin,30,1,0.21920919995083743
ENS pop8,NoisyRastrigin,30,2,0.1871724929486014
ENS pop8,NoisyRastrigin,30,3,0.21378002874954127
ENS pop8,NoisyRastrigin,30,4,0.15027814485040558
ENS pop8,NoisyRastrigin,30,5,0.17580438724325376
ENS pop8,NoisyRastrigin,30,6,0.1936761963224427
ENS pop8,NoisyRastrigin,30,7,0.19955388322947876
ENS pop8,NoisyRastrigin,30,8,0.23741130512791742
ENS pop8,NoisyRastrigin,30,9,0.23461198770798397
ENS pop8,NoisyRastrigin,30,10,0.2091448580312587
ENS pop8,NoisyRastrigin,30,11,0.09533187365577511
ENS pop8,NoisyRastrigin,30,12,0.22280025664449887
ENS pop8,NoisyRastrigin,30,13,0.1859342232608796
ENS pop8,NoisyRastrigin,30,14,0.13750584127675758
ENS pop8,NoisySphere,30,0,0.0060229097501918955
ENS pop8,NoisySphere,30,1,0.010786826176745867
ENS pop8,NoisySphere,30,2,0.00799815256470009
ENS pop8,NoisySphere,30,3,0.010373642879185399
ENS pop8,NoisySphere,30,4,0.014475145914309186
ENS pop8,NoisySphere,30,5,0.011816915794548247
ENS pop8,NoisySphere,30,6,0.012084513161011156
ENS pop8,NoisySphere,30,7,0.008277018155161676
ENS pop8,NoisySphere,30,8,0.0167295329340017
ENS pop8,NoisySphere,30,9,0.012938297782500007
ENS pop8,NoisySphere,30,10,0.007803698686288225
ENS pop8,NoisySphere,30,11,0.006664246063142133
ENS pop8,NoisySphere,30,12,0.011821332486667764
ENS pop8,NoisySphere,30,13,0.008216278764302413
ENS pop8,NoisySphere,30,14,0.011206380668084315
ENS pop8,Rosenbrock,30,0,3.1804067896776713
ENS pop8,Rosenbrock,30,1,2.418690667307932
ENS pop8,Rosenbrock,30,2,6.15473620576583
ENS pop8,Rosenbrock,30,3,6.177452286109515
ENS pop8,Rosenbrock,30,4,4.06663853565495
ENS pop8,Rosenbrock,30,5,5.815554441112603
ENS pop8,Rosenbrock,30,6,5.365465910693192
ENS pop8,Rosenbrock,30,7,2.967390838773766
ENS pop8,Rosenbrock,30,8,4.047004117881648
ENS pop8,Rosenbrock,30,9,5.105412969039792
ENS pop8,Rosenbrock,30,10,3.8429546555464555
ENS pop8,Rosenbrock,30,11,4.727225062801172
ENS pop8,Rosenbrock,30,12,5.250160207064577
ENS pop8,Rosenbrock,30,13,4.498104711413351
ENS pop8,Rosenbrock,30,14,4.130224040752585
ENS pop8,RotatedElliptic,30,0,28.05414948112723
ENS pop8,RotatedElliptic,30,1,4.176812492629318
ENS pop8,RotatedElliptic,30,2,410.07063804196713
ENS pop8,RotatedElliptic,30,3,7.159241113187798
ENS pop8,RotatedElliptic,30,4,869.2293055211052
ENS pop8,RotatedElliptic,30,5,79.43000177524327
ENS pop8,RotatedElliptic,30,6,374.97605569604707
ENS pop8,RotatedElliptic,30,7,244.0581718262725
ENS pop8,RotatedElliptic,30,8,2989.549289636127
ENS pop8,RotatedElliptic,30,9,304.9460693021656
ENS pop8,RotatedElliptic,30,10,3048.6112294026702
ENS pop8,RotatedElliptic,30,11,510.86739590623364
ENS pop8,RotatedElliptic,30,12,40.52740148082111
ENS pop8,RotatedElliptic,30,13,300.9305014828247
ENS pop8,RotatedElliptic,30,14,463.9005530551354
ENS pop8,Schwefel,30,0,0.00038182698881428223
ENS pop8,Schwefel,30,1,0.00038182698881428223
ENS pop8,Schwefel,30,2,0.00038182698881428223
ENS pop8,Schwefel,30,3,0.00038182698881428223
ENS pop8,Schwefel,30,4,0.00038182698881428223
ENS pop8,Schwefel,30,5,0.00038182698881428223
ENS pop8,Schwefel,30,6,0.00038182698881428223
ENS pop8,Schwefel,30,7,0.00038182698881428223
ENS pop8,Schwefel,30,8,0.00038182698881428223
ENS pop8,Schwefel,30,9,0.00038182698881428223
ENS pop8,Schwefel,30,10,0.00038182698881428223
ENS pop8,Schwefel,30,11,0.00038182698881428223
ENS pop8,Schwefel,30,12,0.00038182698881428223
ENS pop8,Schwefel,30,13,0.00038182698881428223
ENS pop8,Schwefel,30,14,0.00038182698881428223
ENS pop8,Zakharov,30,0,6.962215339773901e-17
ENS pop8,Zakharov,30,1,1.1686666678592161e-17
ENS pop8,Zakharov,30,2,4.720565513872565e-16
ENS pop8,Zakharov,30,3,1.9310290689901497e-17
ENS pop8,Zakharov,30,4,1.3131709389404868e-16
ENS pop8,Zakharov,30,5,6.663933152363688e-17
ENS pop8,Zakharov,30,6,5.185360745024106e-16
ENS pop8,Zakharov,30,7,7.2776805940949e-17
ENS pop8,Zakharov,30,8,1.2451206918680372e-16
ENS pop8,Zakharov,30,9,9.896923948790745e-17
ENS pop8,Zakharov,30,10,6.856516887365299e-16
ENS pop8,Zakharov,30,11,1.22125631608367e-16
ENS pop8,Zakharov,30,12,9.151983366522608e-17
ENS pop8,Zakharov,30,13,1.2474351009592252e-17
ENS pop8,Zakharov,30,14,5.153963667267459e-17
ENS pop10,Ackley,30,0,1.1102230246251565e-14
ENS pop10,Ackley,30,1,1.1102230246251565e-14
ENS pop10,Ackley,30,2,1.1102230246251565e-14
ENS pop10,Ackley,30,3,7.549516567451064e-15
ENS pop10,Ackley,30,4,7.549516567451064e-15
ENS pop10,Ackley,30,5,7.549516567451064e-15
ENS pop10,Ackley,30,6,7.549516567451064e-15
ENS pop10,Ackley,30,7,7.549516567451064e-15
ENS pop10,Ackley,30,8,7.549516567451064e-15
ENS pop10,Ackley,30,9,7.549516567451064e-15
ENS pop10,Ackley,30,10,1.1102230246251565e-14
ENS pop10,Ackley,30,11,1.1102230246251565e-14
ENS pop10,Ackley,30,12,1.1102230246251565e-14
ENS pop10,Ackley,30,13,1.1102230246251565e-14
ENS pop10,Ackley,30,14,7.549516567451064e-15
ENS pop10,BentCigar,30,0,2.252820438948903e-19
ENS pop10,BentCigar,30,1,6.516484115191321e-22
ENS pop10,BentCigar,30,2,1.143187562676254e-21
ENS pop10,BentCigar,30,3,1.087717199483636e-18
ENS pop10,BentCigar,30,4,8.150830053754355e-20
ENS pop10,BentCigar,30,5,7.758226192792671e-20
ENS pop10,BentCigar,30,6,4.736830273672348e-20
ENS pop10,BentCigar,30,7,2.0865608674857137e-18
ENS pop10,BentCigar,30,8,1.596505028156521e-19
ENS pop10,BentCigar,30,9,1.1219901793948024e-19
ENS pop10,BentCigar,30,10,1.947482444417671e-20
ENS pop10,BentCigar,30,11,1.0431796207582087e-20
ENS pop10,BentCigar,30,12,3.3772789499955316e-20
ENS pop10,BentCigar,30,13,2.4544361737688804e-20
ENS pop10,BentCigar,30,14,1.844473990371666e-21
ENS pop10,Composition,30,0,7.327471962526248e-15
ENS pop10,Composition,30,1,7.327471962526218e-15
ENS pop10,Composition,30,2,3.77475828372556e-15
ENS pop10,Composition,30,3,7.327471962526246e-15
ENS pop10,Composition,30,4,5.551115123125905e-15
ENS pop10,Composition,30,5,9.103828801926604e-15
ENS pop10,Composition,30,6,7.32747196252628e-15
ENS pop10,Composition,30,7,9.103828801926536e-15
ENS pop10,Composition,30,8,7.327471962526245e-15
ENS pop10,Composition,30,9,3.774758283725599e-15
ENS pop10,Composition,30,10,7.327471962526256e-15
ENS pop10,Composition,30,11,9.103828801926574e-15
ENS pop10,Composition,30,12,7.327471962526243e-15
ENS pop10,Composition,30,13,1.0880185641326903e-14
ENS pop10,Composition,30,14,1.0880185641326892e-14
ENS pop10,DynamicSphere,30,0,0.4735271624102779
ENS pop10,DynamicSphere,30,1,0.10412292682347568
ENS pop10,DynamicSphere,30,2,0.13423524386930005
ENS pop10,DynamicSphere,30,3,0.08040511473363147
ENS pop10,DynamicSphere,30,4,0.07770007817727446
ENS pop10,DynamicSphere,30,5,0.09262071876046044
ENS pop10,DynamicSphere,30,6,0.4002513102354119
ENS pop10,DynamicSphere,30,7,0.07880881514886781
ENS pop10,DynamicSphere,30,8,0.06704792748683551
ENS pop10,DynamicSphere,30,9,0.1087929767722375
ENS pop10,DynamicSphere,30,10,0.11096149201073476
ENS pop10,DynamicSphere,30,11,0.1107148221026834
ENS pop10,DynamicSphere,30,12,0.11644792178131744
ENS pop10,DynamicSphere,30,13,0.08617420178168142
ENS pop10,DynamicSphere,30,14,0.12133743248836823
ENS pop10,Griewank,30,0,0.0
ENS pop10,Griewank,30,1,0.0
ENS pop10,Griewank,30,2,0.0
ENS pop10,Griewank,30,3,0.0
ENS pop10,Griewank,30,4,0.0
ENS pop10,Griewank,30,5,0.0
ENS pop10,Griewank,30,6,0.0
ENS pop10,Griewank,30,7,0.0
ENS pop10,Griewank,30,8,0.0
ENS pop10,Griewank,30,9,0.0
ENS pop10,Griewank,30,10,0.0
ENS pop10,Griewank,30,11,0.0
ENS pop10,Griewank,30,12,0.0
ENS pop10,Griewank,30,13,0.0
ENS pop10,Griewank,30,14,0.0
ENS pop10,Levy,30,0,2.9527808291694107e-30
ENS pop10,Levy,30,1,3.899504410443608e-30
ENS pop10,Levy,30,2,2.8491975878546618e-30
ENS pop10,Levy,30,3,3.871217659937964e-30
ENS pop10,Levy,30,4,2.65397261281426e-30
ENS pop10,Levy,30,5,4.0221144565641754e-30
ENS pop10,Levy,30,6,2.753575351599309e-30
ENS pop10,Levy,30,7,2.6026785549730956e-30
ENS pop10,Levy,30,8,6.707407901230856e-30
ENS pop10,Levy,30,9,3.959182706141926e-30
ENS pop10,Levy,30,10,3.401490716518353e-30
ENS pop10,Levy,30,11,3.001089510113299e-30
ENS pop10,Levy,30,12,3.299897726468454e-30
ENS pop10,Levy,30,13,3.202285238948251e-30
ENS pop10,Levy,30,14,4.247616433375079e-30
ENS pop10,NoisyRastrigin,30,0,0.23191964618137995
ENS pop10,NoisyRastrigin,30,1,0.19592721877207708
ENS pop10,NoisyRastrigin,30,2,0.23747326563879056
ENS pop10,NoisyRastrigin,30,3,0.3262193928878627
ENS pop10,NoisyRastrigin,30,4,0.23894277832496869
ENS pop10,NoisyRastrigin,30,5,0.28618252061360394
ENS pop10,NoisyRastrigin,30,6,0.2688103063435978
ENS pop10,NoisyRastrigin,30,7,0.24400630887786434
ENS pop10,NoisyRastrigin,30,8,0.3577423889839295
ENS pop10,NoisyRastrigin,30,9,0.15269579748319018
ENS pop10,NoisyRastrigin,30,10,0.16922226678693164
ENS pop10,NoisyRastrigin,30,11,0.33179069617226453
ENS pop10,NoisyRastrigin,30,12,0.2234213300710053
ENS pop10,NoisyRastrigin,30,13,0.2001759461030641
ENS pop10,NoisyRastrigin,30,14,0.29978220682661494
ENS pop10,NoisySphere,30,0,0.007427044671373389
ENS pop10,NoisySphere,30,1,0.01288947041095757
ENS pop10,NoisySphere,30,2,0.009132842427850608
ENS pop10,NoisySphere,30,3,0.008626864144327494
ENS pop10,NoisySphere,30,4,0.006801561089880896
ENS pop10,NoisySphere,30,5,0.007587474289724995
ENS pop10,NoisySphere,30,6,0.011282210944686361
ENS pop10,NoisySphere,30,7,0.011251700948613733
ENS pop10,NoisySphere,30,8,0.005826586038280861
ENS pop10,NoisySphere,30,9,0.013138164875258698
ENS pop10,NoisySphere,30,10,0.009712580443639037
ENS pop10,NoisySphere,30,11,0.013509161818235627
ENS pop10,NoisySphere,30,12,0.010612148010523672
ENS pop10,NoisySphere,30,13,0.011546779686399505
ENS pop10,NoisySphere,30,14,0.010875763106091195
ENS pop10,Rosenbrock,30,0,7.414166353965257
ENS pop10,Rosenbrock,30,1,5.698191896189856
ENS pop10,Rosenbrock,30,2,7.769812046552192
ENS pop10,Rosenbrock,30,3,6.744397864642871
ENS pop10,Rosenbrock,30,4,7.31029910110523
