Alg,Function,Dim,Run,Best
pop6 tail-shartli,DynamicSphere,30,14,0.0885908359420514
pop6 tail-shartli,Griewank,30,0,0.0
pop6 tail-shartli,Griewank,30,1,0.0
pop6 tail-shartli,Griewank,30,2,0.0
pop6 tail-shartli,Griewank,30,3,0.0
pop6 tail-shartli,Griewank,30,4,0.0
pop6 tail-shartli,Griewank,30,5,0.0
pop6 tail-shartli,Griewank,30,6,0.0
pop6 tail-shartli,Griewank,30,7,0.0
pop6 tail-shartli,Griewank,30,8,0.0
pop6 tail-shartli,Griewank,30,9,0.0
pop6 tail-shartli,Griewank,30,10,0.0
pop6 tail-shartli,Griewank,30,11,0.0
pop6 tail-shartli,Griewank,30,12,0.0
pop6 tail-shartli,Griewank,30,13,0.0
pop6 tail-shartli,Griewank,30,14,0.0
pop6 tail-shartli,Levy,30,0,3.0523835679544635e-30
pop6 tail-shartli,Levy,30,1,2.4547671352441573e-30
pop6 tail-shartli,Levy,30,2,1.7002831521130905e-30
pop6 tail-shartli,Levy,30,3,1.3098332020322824e-30
pop6 tail-shartli,Levy,30,4,2.4034730774029946e-30
pop6 tail-shartli,Levy,30,5,2.8491975878546636e-30
pop6 tail-shartli,Levy,30,6,2.505066067452893e-30
pop6 tail-shartli,Levy,30,7,2.505066067452892e-30
pop6 tail-shartli,Levy,30,8,2.255561657674055e-30
pop6 tail-shartli,Levy,30,9,3.2022852389482526e-30
pop6 tail-shartli,Levy,30,10,1.7082441571724855e-30
pop6 tail-shartli,Levy,30,11,2.106655112312691e-30
pop6 tail-shartli,Levy,30,12,4.347219172160122e-30
pop6 tail-shartli,Levy,30,13,2.305860589882792e-30
pop6 tail-shartli,Levy,30,14,1.3098332020322809e-30
pop6 tail-shartli,NoisyRastrigin,30,0,0.26890227544072687
pop6 tail-shartli,NoisyRastrigin,30,1,0.14605208417779814
pop6 tail-shartli,NoisyRastrigin,30,2,0.1585193366958748
pop6 tail-shartli,NoisyRastrigin,30,3,0.1693858368685781
pop6 tail-shartli,NoisyRastrigin,30,4,0.2064074156860105
pop6 tail-shartli,NoisyRastrigin,30,5,0.22087491440703388
pop6 tail-shartli,NoisyRastrigin,30,6,0.18676052959174072
pop6 tail-shartli,NoisyRastrigin,30,7,0.18637630637122626
pop6 tail-shartli,NoisyRastrigin,30,8,0.17804882959313062
pop6 tail-shartli,NoisyRastrigin,30,9,0.20476563351484778
pop6 tail-shartli,NoisyRastrigin,30,10,0.2942037113028011
pop6 tail-shartli,NoisyRastrigin,30,11,0.2046189465689583
pop6 tail-shartli,NoisyRastrigin,30,12,0.24990112948007948
pop6 tail-shartli,NoisyRastrigin,30,13,0.2555183886410308
pop6 tail-shartli,NoisyRastrigin,30,14,0.18803194608124407
pop6 tail-shartli,NoisySphere,30,0,0.0057636895020821135
pop6 tail-shartli,NoisySphere,30,1,0.010433161171848416
pop6 tail-shartli,NoisySphere,30,2,0.012072877803043187
pop6 tail-shartli,NoisySphere,30,3,0.010598784548178844
pop6 tail-shartli,NoisySphere,30,4,0.014255460626829407
pop6 tail-shartli,NoisySphere,30,5,0.007265536383594243
pop6 tail-shartli,NoisySphere,30,6,0.008309235055948203
pop6 tail-shartli,NoisySphere,30,7,0.01571056663684838
pop6 tail-shartli,NoisySphere,30,8,0.01083636753162585
pop6 tail-shartli,NoisySphere,30,9,0.010016596200930991
pop6 tail-shartli,NoisySphere,30,10,0.009814645745785824
pop6 tail-shartli,NoisySphere,30,11,0.014770985854043045
pop6 tail-shartli,NoisySphere,30,12,0.01192433465396075
pop6 tail-shartli,NoisySphere,30,13,0.01049693165169483
pop6 tail-shartli,NoisySphere,30,14,0.013293220364335414
pop6 tail-shartli,Rosenbrock,30,0,4.425158132426758
pop6 tail-shartli,Rosenbrock,30,1,4.789440404830304
pop6 tail-shartli,Rosenbrock,30,2,2.9781200320019656
pop6 tail-shartli,Rosenbrock,30,3,4.129207117172975
pop6 tail-shartli,Rosenbrock,30,4,3.8396978840915215
pop6 tail-shartli,Rosenbrock,30,5,2.300864981557079
pop6 tail-shartli,Rosenbrock,30,6,1.4962635146092866
pop6 tail-shartli,Rosenbrock,30,7,3.7708119522993484
pop6 tail-shartli,Rosenbrock,30,8,2.97324803174441
pop6 tail-shartli,Rosenbrock,30,9,3.6706115190865223
pop6 tail-shartli,Rosenbrock,30,10,4.461827713123778
pop6 tail-shartli,Rosenbrock,30,11,2.263076344026222
pop6 tail-shartli,Rosenbrock,30,12,2.4434673383607435
pop6 tail-shartli,Rosenbrock,30,13,3.4857935268557165
pop6 tail-shartli,Rosenbrock,30,14,5.399640352259845
pop6 tail-shartli,RotatedElliptic,30,0,140.98704754130816
pop6 tail-shartli,RotatedElliptic,30,1,1744.5967420645425
pop6 tail-shartli,RotatedElliptic,30,2,144.03969022629371
pop6 tail-shartli,RotatedElliptic,30,3,230.5118407850962
pop6 tail-shartli,RotatedElliptic,30,4,718.9525776811035
pop6 tail-shartli,RotatedElliptic,30,5,60.47572776973485
pop6 tail-shartli,RotatedElliptic,30,6,719.6515608447742
pop6 tail-shartli,RotatedElliptic,30,7,13.979177109446393
pop6 tail-shartli,RotatedElliptic,30,8,5.748474731396086
pop6 tail-shartli,RotatedElliptic,30,9,3572.2999452903036
pop6 tail-shartli,RotatedElliptic,30,10,41.22910474639986
pop6 tail-shartli,RotatedElliptic,30,11,144.4493789986168
pop6 tail-shartli,RotatedElliptic,30,12,1147.6261194659962
pop6 tail-shartli,RotatedElliptic,30,13,2294.3513283286006
pop6 tail-shartli,RotatedElliptic,30,14,6.945497192127803
pop6 tail-shartli,Schwefel,30,0,118.43871644142564
pop6 tail-shartli,Schwefel,30,1,236.8770510558661
pop6 tail-shartli,Schwefel,30,2,118.43871644142746
pop6 tail-shartli,Schwefel,30,3,0.00038182698881428223
pop6 tail-shartli,Schwefel,30,4,355.3153856703011
pop6 tail-shartli,Schwefel,30,5,236.87705105586974
pop6 tail-shartli,Schwefel,30,6,118.43871644142746
pop6 tail-shartli,Schwefel,30,7,236.87705105586792
pop6 tail-shartli,Schwefel,30,8,118.43871644142746
pop6 tail-shartli,Schwefel,30,9,236.87705105586247
pop6 tail-shartli,Schwefel,30,10,236.8770510558661
pop6 tail-shartli,Schwefel,30,11,118.43871644142746
pop6 tail-shartli,Schwefel,30,12,118.43871644142746
pop6 tail-shartli,Schwefel,30,13,0.00038182699063327163
pop6 tail-shartli,Schwefel,30,14,0.00038182698881428223
pop6 tail-shartli,Zakharov,30,0,9.342247467801303e-16
pop6 tail-shartli,Zakharov,30,1,3.936696122887161e-15
pop6 tail-shartli,Zakharov,30,2,7.516241567928085e-16
pop6 tail-shartli,Zakharov,30,3,1.1439878912543295e-16
pop6 tail-shartli,Zakharov,30,4,1.5584045100696162e-16
pop6 tail-shartli,Zakharov,30,5,3.413162939478561e-16
pop6 tail-shartli,Zakharov,30,6,1.2200075529719859e-15
pop6 tail-shartli,Zakharov,30,7,1.3010142209267041e-16
pop6 tail-shartli,Zakharov,30,8,2.493569498250022e-16
pop6 tail-shartli,Zakharov,30,9,4.269919402601087e-15
pop6 tail-shartli,Zakharov,30,10,4.6560419575048545e-15
pop6 tail-shartli,Zakharov,30,11,1.6729632539903678e-16
pop6 tail-shartli,Zakharov,30,12,6.222718284726631e-15
pop6 tail-shartli,Zakharov,30,13,9.08863730357144e-16
pop6 tail-shartli,Zakharov,30,14,3.2013582434430993e-15
pop6 tail-yo'q,Ackley,30,0,2.1760371282653068e-14
pop6 tail-yo'q,Ackley,30,1,2.1760371282653068e-14
pop6 tail-yo'q,Ackley,30,2,1.4654943925052066e-14
pop6 tail-yo'q,Ackley,30,3,2.1760371282653068e-14
pop6 tail-yo'q,Ackley,30,4,2.1760371282653068e-14
pop6 tail-yo'q,Ackley,30,5,2.1760371282653068e-14
pop6 tail-yo'q,Ackley,30,6,2.1760371282653068e-14
pop6 tail-yo'q,Ackley,30,7,2.1760371282653068e-14
pop6 tail-yo'q,Ackley,30,8,7.549516567451064e-15
pop6 tail-yo'q,Ackley,30,9,1.4654943925052066e-14
pop6 tail-yo'q,Ackley,30,10,1.4654943925052066e-14
pop6 tail-yo'q,Ackley,30,11,1.4654943925052066e-14
pop6 tail-yo'q,Ackley,30,12,1.4654943925052066e-14
pop6 tail-yo'q,Ackley,30,13,1.4654943925052066e-14
pop6 tail-yo'q,Ackley,30,14,2.886579864025407e-14
pop6 tail-yo'q,BentCigar,30,0,4.67005655890839e-22
pop6 tail-yo'q,BentCigar,30,1,1.6408306828597046e-22
pop6 tail-yo'q,BentCigar,30,2,7.573064690121713e-23
pop6 tail-yo'q,BentCigar,30,3,2.5559093329160782e-22
pop6 tail-yo'q,BentCigar,30,4,1.135959703518257e-22
pop6 tail-yo'q,BentCigar,30,5,5.174927538249837e-22
pop6 tail-yo'q,BentCigar,30,6,5.174927538249837e-22
pop6 tail-yo'q,BentCigar,30,7,5.36425415550288e-23
pop6 tail-yo'q,BentCigar,30,8,1.135959703518257e-22
pop6 tail-yo'q,BentCigar,30,9,4.0389678347315804e-22
pop6 tail-yo'q,BentCigar,30,10,1.2937318845624594e-22
pop6 tail-yo'q,BentCigar,30,11,3.534096855390133e-22
pop6 tail-yo'q,BentCigar,30,12,2.6505726415425997e-22
pop6 tail-yo'q,BentCigar,30,13,1.8427790745962836e-21
pop6 tail-yo'q,BentCigar,30,14,4.449175505446507e-22
pop6 tail-yo'q,Composition,30,0,7.327471962526216e-15
pop6 tail-yo'q,Composition,30,1,3.77475828372557e-15
pop6 tail-yo'q,Composition,30,2,2.220446049250313e-16
pop6 tail-yo'q,Composition,30,3,3.774758283725564e-15
pop6 tail-yo'q,Composition,30,4,3.774758283725589e-15
pop6 tail-yo'q,Composition,30,5,7.327471962526166e-15
pop6 tail-yo'q,Composition,30,6,3.774758283725564e-15
pop6 tail-yo'q,Composition,30,7,3.774758283725584e-15
pop6 tail-yo'q,Composition,30,8,7.327471962526197e-15
pop6 tail-yo'q,Composition,30,9,7.327471962526185e-15
pop6 tail-yo'q,Composition,30,10,3.774758283725589e-15
pop6 tail-yo'q,Composition,30,11,5.551115123125896e-15
pop6 tail-yo'q,Composition,30,12,3.774758283725565e-15
pop6 tail-yo'q,Composition,30,13,2.220446049250313e-16
pop6 tail-yo'q,Composition,30,14,1.998401444325307e-15
pop6 tail-yo'q,DynamicSphere,30,0,0.282500172650498
pop6 tail-yo'q,DynamicSphere,30,1,0.5384834512003743
pop6 tail-yo'q,DynamicSphere,30,2,0.618468736602984
pop6 tail-yo'q,DynamicSphere,30,3,0.9509283447365707
pop6 tail-yo'q,DynamicSphere,30,4,0.38892164837179943
pop6 tail-yo'q,DynamicSphere,30,5,0.7525518325091148
pop6 tail-yo'q,DynamicSphere,30,6,0.3101073027574339
pop6 tail-yo'q,DynamicSphere,30,7,0.845033115135221
pop6 tail-yo'q,DynamicSphere,30,8,0.6976530850035776
pop6 tail-yo'q,DynamicSphere,30,9,0.7427028537360274
pop6 tail-yo'q,DynamicSphere,30,10,0.3553527265960163
pop6 tail-yo'q,DynamicSphere,30,11,0.6989429562620793
pop6 tail-yo'q,DynamicSphere,30,12,0.1699797454854304
pop6 tail-yo'q,DynamicSphere,30,13,0.557183865922213
pop6 tail-yo'q,DynamicSphere,30,14,0.43747232207886266
pop6 tail-yo'q,Griewank,30,0,0.0
pop6 tail-yo'q,Griewank,30,1,0.0
pop6 tail-yo'q,Griewank,30,2,0.0
pop6 tail-yo'q,Griewank,30,3,0.0
pop6 tail-yo'q,Griewank,30,4,0.0
pop6 tail-yo'q,Griewank,30,5,0.0
pop6 tail-yo'q,Griewank,30,6,0.0
pop6 tail-yo'q,Griewank,30,7,0.0
pop6 tail-yo'q,Griewank,30,8,0.0
pop6 tail-yo'q,Griewank,30,9,0.0
pop6 tail-yo'q,Griewank,30,10,0.0
pop6 tail-yo'q,Griewank,30,11,0.0
pop6 tail-yo'q,Griewank,30,12,0.0
pop6 tail-yo'q,Griewank,30,13,0.0
pop6 tail-yo'q,Griewank,30,14,0.0
pop6 tail-yo'q,Levy,30,0,4.995134537079176e-30
pop6 tail-yo'q,Levy,30,1,1.2102304632472312e-30
pop6 tail-yo'q,Levy,30,2,1.395938102773379e-29
pop6 tail-yo'q,Levy,30,3,1.3098332020322824e-30
pop6 tail-yo'q,Levy,30,4,9.170488560991924e-30
pop6 tail-yo'q,Levy,30,5,4.098709888013714e-30
pop6 tail-yo'q,Levy,30,6,3.3018879777333e-30
pop6 tail-yo'q,Levy,30,7,2.505066067452892e-30
pop6 tail-yo'q,Levy,30,8,4.324258623053908e-29
pop6 tail-yo'q,Levy,30,9,3.202285238948254e-30
pop6 tail-yo'q,Levy,30,10,1.7082441571724855e-30
pop6 tail-yo'q,Levy,30,11,2.106655112312691e-30
pop6 tail-yo'q,Levy,30,12,4.4971208431539156e-30
pop6 tail-yo'q,Levy,30,13,1.6086414183874387e-30
pop6 tail-yo'q,Levy,30,14,1.3098332020322809e-30
pop6 tail-yo'q,NoisyRastrigin,30,0,0.20948286995515808
pop6 tail-yo'q,NoisyRastrigin,30,1,0.23609735383381292
pop6 tail-yo'q,NoisyRastrigin,30,2,0.21336672011213942
pop6 tail-yo'q,NoisyRastrigin,30,3,0.24753380632662214
pop6 tail-yo'q,NoisyRastrigin,30,4,0.3451854348431489
pop6 tail-yo'q,NoisyRastrigin,30,5,0.1731018955851571
pop6 tail-yo'q,NoisyRastrigin,30,6,0.24791405711235726
pop6 tail-yo'q,NoisyRastrigin,30,7,0.14489507345891006
pop6 tail-yo'q,NoisyRastrigin,30,8,0.26265768454894456
pop6 tail-yo'q,NoisyRastrigin,30,9,0.13968495869417907
pop6 tail-yo'q,NoisyRastrigin,30,10,0.30023477821869804
pop6 tail-yo'q,NoisyRastrigin,30,11,0.19342867376712114
pop6 tail-yo'q,NoisyRastrigin,30,12,0.1636503734175232
pop6 tail-yo'q,NoisyRastrigin,30,13,0.24979667639006564
pop6 tail-yo'q,NoisyRastrigin,30,14,0.13553921228062826
pop6 tail-yo'q,NoisySphere,30,0,0.005510190132712612
pop6 tail-yo'q,NoisySphere,30,1,0.00987086329459557
pop6 tail-yo'q,NoisySphere,30,2,0.008433216505343968
pop6 tail-yo'q,NoisySphere,30,3,0.010656457734939572
pop6 tail-yo'q,NoisySphere,30,4,0.012714691965017426
pop6 tail-yo'q,NoisySphere,30,5,0.004713643963890696
pop6 tail-yo'q,NoisySphere,30,6,0.008309235055948203
pop6 tail-yo'q,NoisySphere,30,7,0.01330160838049951
pop6 tail-yo'q,NoisySphere,30,8,0.01083636753162585
pop6 tail-yo'q,NoisySphere,30,9,0.009910429093505667
pop6 tail-yo'q,NoisySphere,30,10,0.00819581708262267
pop6 tail-yo'q,NoisySphere,30,11,0.013356394980068353
pop6 tail-yo'q,NoisySphere,30,12,0.00982079976511532
pop6 tail-yo'q,NoisySphere,30,13,0.01049693165169483
pop6 tail-yo'q,NoisySphere,30,14,0.012734799679719114
pop6 tail-yo'q,Rosenbrock,30,0,6.465539013411491
pop6 tail-yo'q,Rosenbrock,30,1,7.167879446686753
pop6 tail-yo'q,Rosenbrock,30,2,5.587603429913607
pop6 tail-yo'q,Rosenbrock,30,3,6.0224337780978
pop6 tail-yo'q,Rosenbrock,30,4,6.5565607299002835
pop6 tail-yo'q,Rosenbrock,30,5,4.21939654875661
pop6 tail-yo'q,Rosenbrock,30,6,3.543470698336308
pop6 tail-yo'q,Rosenbrock,30,7,5.602443970907466
pop6 tail-yo'q,Rosenbrock,30,8,5.42339529469271
pop6 tail-yo'q,Rosenbrock,30,9,5.295737755196544
pop6 tail-yo'q,Rosenbrock,30,10,7.32885649024656
pop6 tail-yo'q,Rosenbrock,30,11,4.3325235722663376
pop6 tail-yo'q,Rosenbrock,30,12,4.899279080931519
pop6 tail-yo'q,Rosenbrock,30,13,6.015758954900683
pop6 tail-yo'q,Rosenbrock,30,14,7.6030923311199325
pop6 tail-yo'q,RotatedElliptic,30,0,145.5539312520351
pop6 tail-yo'q,RotatedElliptic,30,1,1799.4743881741033
pop6 tail-yo'q,RotatedElliptic,30,2,152.9689162475341
pop6 tail-yo'q,RotatedElliptic,30,3,233.50160296327823
pop6 tail-yo'q,RotatedElliptic,30,4,737.5021759080639
pop6 tail-yo'q,RotatedElliptic,30,5,67.18809452058952
pop6 tail-yo'q,RotatedElliptic,30,6,871.2086025208503
pop6 tail-yo'q,RotatedElliptic,30,7,14.44376081329571
pop6 tail-yo'q,RotatedElliptic,30,8,6.339540473072012
pop6 tail-yo'q,RotatedElliptic,30,9,3668.2144629135205
pop6 tail-yo'q,RotatedElliptic,30,10,45.07125795654661
pop6 tail-yo'q,RotatedElliptic,30,11,159.0849572794418
pop6 tail-yo'q,RotatedElliptic,30,12,1257.0828237799699
pop6 tail-yo'q,RotatedElliptic,30,13,2510.7105000295182
pop6 tail-yo'q,RotatedElliptic,30,14,7.485439797716242
pop6 tail-yo'q,Schwefel,30,0,118.43871649614812
pop6 tail-yo'q,Schwefel,30,1,236.8770510558661
pop6 tail-yo'q,Schwefel,30,2,118.43871644142746
pop6 tail-yo'q,Schwefel,30,3,0.00038182699245226104
pop6 tail-yo'q,Schwefel,30,4,355.31538567030657
pop6 tail-yo'q,Schwefel,30,5,236.87705105586974
pop6 tail-yo'q,Schwefel,30,6,118.43871644142746
pop6 tail-yo'q,Schwefel,30,7,236.87705105587156
pop6 tail-yo'q,Schwefel,30,8,118.43871644142746
pop6 tail-yo'q,Schwefel,30,9,236.87705105586792
pop6 tail-yo'q,Schwefel,30,10,236.8770510558661
pop6 tail-yo'q,Schwefel,30,11,118.43871644142746
pop6 tail-yo'q,Schwefel,30,12,118.43871644142746
pop6 tail-yo'q,Schwefel,30,13,0.00038182699245226104
pop6 tail-yo'q,Schwefel,30,14,0.00038182700700417627
pop6 tail-yo'q,Zakharov,30,0,5.040127370099952e-15
pop6 tail-yo'q,Zakharov,30,1,1.1015206474421576e-14
pop6 tail-yo'q,Zakharov,30,2,2.8423682052329688e-15
pop6 tail-yo'q,Zakharov,30,3,3.6166473749995723e-16
pop6 tail-yo'q,Zakharov,30,4,4.0825724575163713e-16
pop6 tail-yo'q,Zakharov,30,5,9.131093562720042e-16
pop6 tail-yo'q,Zakharov,30,6,1.4027894468375213e-14
pop6 tail-yo'q,Zakharov,30,7,6.288353039340765e-16
pop6 tail-yo'q,Zakharov,30,8,6.372043558551562e-16
pop6 tail-yo'q,Zakharov,30,9,6.330423822088705e-15
pop6 tail-yo'q,Zakharov,30,10,1.1795701486900118e-14
pop6 tail-yo'q,Zakharov,30,11,3.996042980520129e-16
pop6 tail-yo'q,Zakharov,30,12,1.4153690346870759e-14
pop6 tail-yo'q,Zakharov,30,13,3.0056577237516044e-15
pop6 tail-yo'q,Zakharov,30,14,4.740973350957645e-14
pop8 tail-shartli,Ackley,30,0,7.549516567451064e-15
pop8 tail-shartli,Ackley,30,1,1.1102230246251565e-14
pop8 tail-shartli,Ackley,30,2,7.549516567451064e-15
pop8 tail-shartli,Ackley,30,3,1.1102230246251565e-14
pop8 tail-shartli,Ackley,30,4,1.1102230246251565e-14
pop8 tail-shartli,Ackley,30,5,7.549516567451064e-15
pop8 tail-shartli,Ackley,30,6,7.549516567451064e-15
pop8 tail-shartli,Ackley,30,7,7.549516567451064e-15
pop8 tail-shartli,Ackley,30,8,1.1102230246251565e-14
pop8 tail-shartli,Ackley,30,9,7.549516567451064e-15
pop8 tail-shartli,Ackley,30,10,7.549516567451064e-15
pop8 tail-shartli,Ackley,30,11,1.1102230246251565e-14
pop8 tail-shartli,Ackley,30,12,1.1102230246251565e-14
pop8 tail-shartli,Ackley,30,13,1.1102230246251565e-14
pop8 tail-shartli,Ackley,30,14,7.549516567451064e-15
pop8 tail-shartli,BentCigar,30,0,1.796190401826857e-21
pop8 tail-shartli,BentCigar,30,1,2.77268026407844e-21
pop8 tail-shartli,BentCigar,30,2,1.322228007827416e-18
pop8 tail-shartli,BentCigar,30,3,1.229953897387252e-18
pop8 tail-shartli,BentCigar,30,4,2.664396073359573e-19
pop8 tail-shartli,BentCigar,30,5,1.8367594402359747e-19
pop8 tail-shartli,BentCigar,30,6,9.06672015619344e-20
pop8 tail-shartli,BentCigar,30,7,6.318582769225143e-22
pop8 tail-shartli,BentCigar,30,8,1.2516694362108394e-20
pop8 tail-shartli,BentCigar,30,9,2.720340096063646e-20
pop8 tail-shartli,BentCigar,30,10,3.8189175414174937e-20
pop8 tail-shartli,BentCigar,30,11,5.336105532298998e-20
pop8 tail-shartli,BentCigar,30,12,1.2924500296414682e-19
pop8 tail-shartli,BentCigar,30,13,5.577547077031352e-21
pop8 tail-shartli,BentCigar,30,14,3.2594108647258216e-17
pop8 tail-shartli,Composition,30,0,7.327471962526257e-15
pop8 tail-shartli,Composition,30,1,3.774758283725589e-15
pop8 tail-shartli,Composition,30,2,7.327471962526229e-15
pop8 tail-shartli,Composition,30,3,9.103828801926596e-15
pop8 tail-shartli,Composition,30,4,1.2656542480727368e-14
pop8 tail-shartli,Composition,30,5,9.103828801926582e-15
pop8 tail-shartli,Composition,30,6,7.32747196252621e-15
pop8 tail-shartli,Composition,30,7,9.103828801926593e-15
pop8 tail-shartli,Composition,30,8,1.0880185641326869e-14
pop8 tail-shartli,Composition,30,9,7.327471962526281e-15
pop8 tail-shartli,Composition,30,10,9.103828801926542e-15
pop8 tail-shartli,Composition,30,11,7.327471962526238e-15
pop8 tail-shartli,Composition,30,12,7.327471962526278e-15
pop8 tail-shartli,Composition,30,13,1.0880185641326947e-14
pop8 tail-shartli,Composition,30,14,5.551115123125882e-15
pop8 tail-shartli,DynamicSphere,30,0,0.09338682175657702
pop8 tail-shartli,DynamicSphere,30,1,0.05831655514101789
pop8 tail-shartli,DynamicSphere,30,2,0.07136649601770796
pop8 tail-shartli,DynamicSphere,30,3,0.07919173737133571
pop8 tail-shartli,DynamicSphere,30,4,0.10072799850536396
pop8 tail-shartli,DynamicSphere,30,5,0.05895433069709776
pop8 tail-shartli,DynamicSphere,30,6,0.10029067420831239
pop8 tail-shartli,DynamicSphere,30,7,0.12225405633282302
pop8 tail-shartli,DynamicSphere,30,8,0.12105974960606049
pop8 tail-shartli,DynamicSphere,30,9,0.1002993024110735
pop8 tail-shartli,DynamicSphere,30,10,0.10978865078772354
pop8 tail-shartli,DynamicSphere,30,11,0.07208097395851974
pop8 tail-shartli,DynamicSphere,30,12,0.08470163027150968
pop8 tail-shartli,DynamicSphere,30,13,0.08098308187864668
pop8 tail-shartli,DynamicSphere,30,14,0.07945291468526924
pop8 tail-shartli,Griewank,30,0,0.0
pop8 tail-shartli,Griewank,30,1,0.0
pop8 tail-shartli,Griewank,30,2,0.0
pop8 tail-shartli,Griewank,30,3,0.0
pop8 tail-shartli,Griewank,30,4,0.0
pop8 tail-shartli,Griewank,30,5,0.0
pop8 tail-shartli,Griewank,30,6,0.0
pop8 tail-shartli,Griewank,30,7,0.0
pop8 tail-shartli,Griewank,30,8,0.0
pop8 tail-shartli,Griewank,30,9,0.0
pop8 tail-shartli,Griewank,30,10,0.0
pop8 tail-shartli,Griewank,30,11,0.0
pop8 tail-shartli,Griewank,30,12,0.0
pop8 tail-shartli,Griewank,30,13,0.0
pop8 tail-shartli,Griewank,30,14,0.0
pop8 tail-shartli,Levy,30,0,3.899504410443609e-30
pop8 tail-shartli,Levy,30,1,2.9014867713282494e-30
pop8 tail-shartli,Levy,30,2,6.1400684702910425e-30
pop8 tail-shartli,Levy,30,3,2.8531780903843607e-30
pop8 tail-shartli,Levy,30,4,4.148013694590025e-30
pop8 tail-shartli,Levy,30,5,3.2515890455245666e-30
pop8 tail-shartli,Levy,30,6,1.1599315310384931e-30
pop8 tail-shartli,Levy,30,7,2.3058605898827927e-30
pop8 tail-shartli,Levy,30,8,6.686390845160186e-30
pop8 tail-shartli,Levy,30,9,1.1106277244621792e-30
pop8 tail-shartli,Levy,30,10,3.991146144169264e-30
pop8 tail-shartli,Levy,30,11,3.351191784309615e-30
pop8 tail-shartli,Levy,30,12,3.9488082170199206e-30
