Config,10,30
rn10_eta0.1,4.9,4.9
rn10_eta0.2,4.7,5.5
rn10_eta0.4,5.9,5.0
rn4_eta0.1,7.6,8.45
rn4_eta0.2,8.35,8.95
rn4_eta0.4,7.85,7.95
rn6_eta0.1,6.4,6.8
rn6_eta0.2,6.9,6.3
rn6_eta0.4,7.3,5.65
rn8_eta0.1,5.6,7.4
rn8_eta0.2,6.15,4.85
rn8_eta0.4,6.35,6.25
