Config,r_N,eta,Function,Dimension,Run,Best
rn10_eta0.4,10.0,0.4,F3,30,3,31.810711664704968
rn10_eta0.4,10.0,0.4,F3,30,4,31.810711664704968
rn10_eta0.4,10.0,0.4,F3,30,5,31.810711664704968
rn10_eta0.4,10.0,0.4,F3,30,6,31.810711664704968
rn10_eta0.4,10.0,0.4,F3,30,7,31.810711664704968
rn10_eta0.4,10.0,0.4,F3,30,8,31.810711664704968
rn10_eta0.4,10.0,0.4,F3,30,9,31.810711664704968
rn10_eta0.4,10.0,0.4,F4,10,0,0.9949590570932968
rn10_eta0.4,10.0,0.4,F4,10,1,3.979987719244548
rn10_eta0.4,10.0,0.4,F4,10,2,1.9899181141865936
rn10_eta0.4,10.0,0.4,F4,10,3,2.9849286791825875
rn10_eta0.4,10.0,0.4,F4,10,4,0.9949590570934106
rn10_eta0.4,10.0,0.4,F4,10,5,1.9899181141866509
rn10_eta0.4,10.0,0.4,F4,10,6,1.9899181616117405
rn10_eta0.4,10.0,0.4,F4,10,7,2.9848771712798907
rn10_eta0.4,10.0,0.4,F4,10,8,1.9899181141865936
rn10_eta0.4,10.0,0.4,F4,10,9,2.984877733573171
rn10_eta0.4,10.0,0.4,F4,30,0,5.969754490763819
rn10_eta0.4,10.0,0.4,F4,30,1,7.001633893332325
rn10_eta0.4,10.0,0.4,F4,30,2,8.954637266052373
rn10_eta0.4,10.0,0.4,F4,30,3,5.98897949112785
rn10_eta0.4,10.0,0.4,F4,30,4,9.949620528810383
rn10_eta0.4,10.0,0.4,F4,30,5,8.954631513847175
rn10_eta0.4,10.0,0.4,F4,30,6,7.959934300007603
rn10_eta0.4,10.0,0.4,F4,30,7,6.964713456525601
rn10_eta0.4,10.0,0.4,F4,30,8,4.974795285489222
rn10_eta0.4,10.0,0.4,F4,30,9,6.964717897399112
rn10_eta0.4,10.0,0.4,F5,10,0,0.0
rn10_eta0.4,10.0,0.4,F5,10,1,0.0
rn10_eta0.4,10.0,0.4,F5,10,2,0.0
rn10_eta0.4,10.0,0.4,F5,10,3,0.0
rn10_eta0.4,10.0,0.4,F5,10,4,0.0
rn10_eta0.4,10.0,0.4,F5,10,5,0.0
rn10_eta0.4,10.0,0.4,F5,10,6,0.0
rn10_eta0.4,10.0,0.4,F5,10,7,0.0
rn10_eta0.4,10.0,0.4,F5,10,8,0.0
rn10_eta0.4,10.0,0.4,F5,10,9,0.0
rn10_eta0.4,10.0,0.4,F5,30,0,0.0
rn10_eta0.4,10.0,0.4,F5,30,1,0.0
rn10_eta0.4,10.0,0.4,F5,30,2,9.52899199546664e-08
rn10_eta0.4,10.0,0.4,F5,30,3,0.0
rn10_eta0.4,10.0,0.4,F5,30,4,1.3144955346433562e-07
rn10_eta0.4,10.0,0.4,F5,30,5,3.343691901136481e-07
rn10_eta0.4,10.0,0.4,F5,30,6,0.0
rn10_eta0.4,10.0,0.4,F5,30,7,0.0
rn10_eta0.4,10.0,0.4,F5,30,8,0.0
rn10_eta0.4,10.0,0.4,F5,30,9,0.0
rn10_eta0.4,10.0,0.4,F6,10,0,16.15783890898956
rn10_eta0.4,10.0,0.4,F6,10,1,13.290708418017289
rn10_eta0.4,10.0,0.4,F6,10,2,12.798926818457062
rn10_eta0.4,10.0,0.4,F6,10,3,13.12674975871812
rn10_eta0.4,10.0,0.4,F6,10,4,11.692982382407536
rn10_eta0.4,10.0,0.4,F6,10,5,13.454500032856458
rn10_eta0.4,10.0,0.4,F6,10,6,12.307775088151857
rn10_eta0.4,10.0,0.4,F6,10,7,11.97962371563085
rn10_eta0.4,10.0,0.4,F6,10,8,11.529121766745677
rn10_eta0.4,10.0,0.4,F6,10,9,11.692982382407422
rn10_eta0.4,10.0,0.4,F6,30,0,39.90214099519528
rn10_eta0.4,10.0,0.4,F6,30,1,35.863138713540025
rn10_eta0.4,10.0,0.4,F6,30,2,38.32755739405309
rn10_eta0.4,10.0,0.4,F6,30,3,36.71196078953005
rn10_eta0.4,10.0,0.4,F6,30,4,36.67077319997645
rn10_eta0.4,10.0,0.4,F6,30,5,37.5196665960101
rn10_eta0.4,10.0,0.4,F6,30,6,37.62407526394384
rn10_eta0.4,10.0,0.4,F6,30,7,40.669593783595815
rn10_eta0.4,10.0,0.4,F6,30,8,37.43723548439516
rn10_eta0.4,10.0,0.4,F6,30,9,43.21481966217732
rn10_eta0.4,10.0,0.4,F7,10,0,6.0
rn10_eta0.4,10.0,0.4,F7,10,1,8.00000756442455
rn10_eta0.4,10.0,0.4,F7,10,2,8.000000021518758
rn10_eta0.4,10.0,0.4,F7,10,3,8.000039889540062
rn10_eta0.4,10.0,0.4,F7,10,4,8.000046900219445
rn10_eta0.4,10.0,0.4,F7,10,5,10.0
rn10_eta0.4,10.0,0.4,F7,10,6,8.000033134578416
rn10_eta0.4,10.0,0.4,F7,10,7,2.0000268221789383
rn10_eta0.4,10.0,0.4,F7,10,8,6.0
rn10_eta0.4,10.0,0.4,F7,10,9,8.000017407183236
rn10_eta0.4,10.0,0.4,F7,30,0,34.00144904977333
rn10_eta0.4,10.0,0.4,F7,30,1,36.0002711994548
rn10_eta0.4,10.0,0.4,F7,30,2,28.001411500995573
rn10_eta0.4,10.0,0.4,F7,30,3,26.0005511868452
rn10_eta0.4,10.0,0.4,F7,30,4,30.000284067651933
rn10_eta0.4,10.0,0.4,F7,30,5,26.006886151612207
rn10_eta0.4,10.0,0.4,F7,30,6,24.01620309098689
rn10_eta0.4,10.0,0.4,F7,30,7,42.0002718401704
rn10_eta0.4,10.0,0.4,F7,30,8,34.00012016598373
rn10_eta0.4,10.0,0.4,F7,30,9,28.00000003175751
rn10_eta0.4,10.0,0.4,F9,10,0,3.6477374248752312
rn10_eta0.4,10.0,0.4,F9,10,1,7.233253731455989
rn10_eta0.4,10.0,0.4,F9,10,2,10.516003278383325
rn10_eta0.4,10.0,0.4,F9,10,3,10.413558987698709
rn10_eta0.4,10.0,0.4,F9,10,4,6.9077367352902
rn10_eta0.4,10.0,0.4,F9,10,5,3.607815306841985
rn10_eta0.4,10.0,0.4,F9,10,6,6.988861360649025
rn10_eta0.4,10.0,0.4,F9,10,7,10.369790945153
rn10_eta0.4,10.0,0.4,F9,10,8,0.2837132362701595
rn10_eta0.4,10.0,0.4,F9,10,9,3.611715467272916
rn10_eta0.4,10.0,0.4,F9,30,0,608.1576693894567
rn10_eta0.4,10.0,0.4,F9,30,1,1036.7547605052368
rn10_eta0.4,10.0,0.4,F9,30,2,1256.365716595692
rn10_eta0.4,10.0,0.4,F9,30,3,1046.4794878451266
rn10_eta0.4,10.0,0.4,F9,30,4,597.8994734852822
rn10_eta0.4,10.0,0.4,F9,30,5,899.8456969971612
rn10_eta0.4,10.0,0.4,F9,30,6,811.3014006058893
rn10_eta0.4,10.0,0.4,F9,30,7,944.6546346568192
rn10_eta0.4,10.0,0.4,F9,30,8,927.7501783002372
rn10_eta0.4,10.0,0.4,F9,30,9,1027.1762710880612
rn10_eta0.4,10.0,0.4,F10,10,0,0.0
rn10_eta0.4,10.0,0.4,F10,10,1,0.0
rn10_eta0.4,10.0,0.4,F10,10,2,0.0
rn10_eta0.4,10.0,0.4,F10,10,3,0.0
rn10_eta0.4,10.0,0.4,F10,10,4,0.0
rn10_eta0.4,10.0,0.4,F10,10,5,3.701428610430071
rn10_eta0.4,10.0,0.4,F10,10,6,0.0
rn10_eta0.4,10.0,0.4,F10,10,7,0.0
rn10_eta0.4,10.0,0.4,F10,10,8,0.0661850199065838
rn10_eta0.4,10.0,0.4,F10,10,9,2.9848771712798907
rn10_eta0.4,10.0,0.4,F10,30,0,3.9798362283738697
rn10_eta0.4,10.0,0.4,F10,30,1,3.3731663044496827
rn10_eta0.4,10.0,0.4,F10,30,2,6.333171714183209
rn10_eta0.4,10.0,0.4,F10,30,3,9.305653650039858
rn10_eta0.4,10.0,0.4,F10,30,4,9.802857035243392
rn10_eta0.4,10.0,0.4,F10,30,5,6.702123497682692
rn10_eta0.4,10.0,0.4,F10,30,6,6.898675927424165
rn10_eta0.4,10.0,0.4,F10,30,7,10.319812130288142
rn10_eta0.4,10.0,0.4,F10,30,8,4.1734814344592905
rn10_eta0.4,10.0,0.4,F10,30,9,11.99381376328688
rn10_eta0.4,10.0,0.4,F11,10,0,217.3478123752184
rn10_eta0.4,10.0,0.4,F11,10,1,0.2081429846455194
rn10_eta0.4,10.0,0.4,F11,10,2,0.2081429846455194
rn10_eta0.4,10.0,0.4,F11,10,3,0.2081429846455194
rn10_eta0.4,10.0,0.4,F11,10,4,217.1396693905731
rn10_eta0.4,10.0,0.4,F11,10,5,0.0
rn10_eta0.4,10.0,0.4,F11,10,6,0.2081429846455194
rn10_eta0.4,10.0,0.4,F11,10,7,0.2081429846455194
rn10_eta0.4,10.0,0.4,F11,10,8,0.2081429846455194
rn10_eta0.4,10.0,0.4,F11,10,9,0.2081429846455194
rn10_eta0.4,10.0,0.4,F11,30,0,0.0693932123849663
rn10_eta0.4,10.0,0.4,F11,30,1,0.0
rn10_eta0.4,10.0,0.4,F11,30,2,0.0693932123849663
rn10_eta0.4,10.0,0.4,F11,30,3,12.054741962877417
rn10_eta0.4,10.0,0.4,F11,30,4,0.0693932123849663
rn10_eta0.4,10.0,0.4,F11,30,5,0.0
rn10_eta0.4,10.0,0.4,F11,30,6,0.0
rn10_eta0.4,10.0,0.4,F11,30,7,52.3205089737221
rn10_eta0.4,10.0,0.4,F11,30,8,0.0693932123849663
rn10_eta0.4,10.0,0.4,F11,30,9,0.0
rn10_eta0.4,10.0,0.4,F15,10,0,0.5196094163070484
rn10_eta0.4,10.0,0.4,F15,10,1,434.6072992733257
rn10_eta0.4,10.0,0.4,F15,10,2,233.0588263368697
rn10_eta0.4,10.0,0.4,F15,10,3,0.4355870600045364
rn10_eta0.4,10.0,0.4,F15,10,4,1.279819681145682
rn10_eta0.4,10.0,0.4,F15,10,5,233.0401955195068
rn10_eta0.4,10.0,0.4,F15,10,6,1.498219488653831
rn10_eta0.4,10.0,0.4,F15,10,7,0.2905433057812843
rn10_eta0.4,10.0,0.4,F15,10,8,232.7832983124763
rn10_eta0.4,10.0,0.4,F15,10,9,435.00691332955466
rn10_eta0.4,10.0,0.4,F15,30,0,220.52193888667443
rn10_eta0.4,10.0,0.4,F15,30,1,3.5752872063430914
rn10_eta0.4,10.0,0.4,F15,30,2,3.313130318129652
rn10_eta0.4,10.0,0.4,F15,30,3,3.5878444430602485
rn10_eta0.4,10.0,0.4,F15,30,4,3.4793727897579174
rn10_eta0.4,10.0,0.4,F15,30,5,3.5325477965388927
rn10_eta0.4,10.0,0.4,F15,30,6,3.532781355023189
rn10_eta0.4,10.0,0.4,F15,30,7,3.1113348260771545
rn10_eta0.4,10.0,0.4,F15,30,8,2.992279844788982
rn10_eta0.4,10.0,0.4,F15,30,9,3.453403196229601
rn4_eta0.1,4.0,0.1,F1,10,0,0.0
rn4_eta0.1,4.0,0.1,F1,10,1,0.0
rn4_eta0.1,4.0,0.1,F1,10,2,0.0
rn4_eta0.1,4.0,0.1,F1,10,3,0.0
rn4_eta0.1,4.0,0.1,F1,10,4,0.0
rn4_eta0.1,4.0,0.1,F1,10,5,0.0
rn4_eta0.1,4.0,0.1,F1,10,6,0.0
rn4_eta0.1,4.0,0.1,F1,10,7,0.0
rn4_eta0.1,4.0,0.1,F1,10,8,0.0
rn4_eta0.1,4.0,0.1,F1,10,9,0.0
rn4_eta0.1,4.0,0.1,F1,30,0,0.0
rn4_eta0.1,4.0,0.1,F1,30,1,0.0
rn4_eta0.1,4.0,0.1,F1,30,2,0.0
rn4_eta0.1,4.0,0.1,F1,30,3,0.0
rn4_eta0.1,4.0,0.1,F1,30,4,0.0
rn4_eta0.1,4.0,0.1,F1,30,5,0.0
rn4_eta0.1,4.0,0.1,F1,30,6,0.0
rn4_eta0.1,4.0,0.1,F1,30,7,0.0
rn4_eta0.1,4.0,0.1,F1,30,8,0.0
rn4_eta0.1,4.0,0.1,F1,30,9,0.0
rn4_eta0.1,4.0,0.1,F3,10,0,3.986579112347158
rn4_eta0.1,4.0,0.1,F3,10,1,3.986579112347158
rn4_eta0.1,4.0,0.1,F3,10,2,3.986579112347158
rn4_eta0.1,4.0,0.1,F3,10,3,0.0
rn4_eta0.1,4.0,0.1,F3,10,4,3.986579112347158
rn4_eta0.1,4.0,0.1,F3,10,5,0.0
rn4_eta0.1,4.0,0.1,F3,10,6,3.986579112347158
rn4_eta0.1,4.0,0.1,F3,10,7,3.986579112347158
rn4_eta0.1,4.0,0.1,F3,10,8,3.986579112347158
rn4_eta0.1,4.0,0.1,F3,10,9,3.986579112347158
rn4_eta0.1,4.0,0.1,F3,30,0,31.810711664704968
rn4_eta0.1,4.0,0.1,F3,30,1,31.810711664704968
rn4_eta0.1,4.0,0.1,F3,30,2,31.810711664704968
rn4_eta0.1,4.0,0.1,F3,30,3,31.810711664704968
rn4_eta0.1,4.0,0.1,F3,30,4,31.810711664704968
rn4_eta0.1,4.0,0.1,F3,30,5,31.810711664704968
rn4_eta0.1,4.0,0.1,F3,30,6,31.810711664704968
rn4_eta0.1,4.0,0.1,F3,30,7,31.810711664704968
rn4_eta0.1,4.0,0.1,F3,30,8,31.810711664704968
rn4_eta0.1,4.0,0.1,F3,30,9,31.810711664704968
rn4_eta0.1,4.0,0.1,F4,10,0,3.979836228373188
rn4_eta0.1,4.0,0.1,F4,10,1,1.9899181141865936
rn4_eta0.1,4.0,0.1,F4,10,2,3.979836228373188
rn4_eta0.1,4.0,0.1,F4,10,3,2.984892854464249
rn4_eta0.1,4.0,0.1,F4,10,4,3.979836228373188
rn4_eta0.1,4.0,0.1,F4,10,5,1.9899181141865936
rn4_eta0.1,4.0,0.1,F4,10,6,2.9848771712798907
rn4_eta0.1,4.0,0.1,F4,10,7,1.9899181141865936
rn4_eta0.1,4.0,0.1,F4,10,8,2.9848771712798907
rn4_eta0.1,4.0,0.1,F4,10,9,8.954626476020564
rn4_eta0.1,4.0,0.1,F4,30,0,11.93950868511962
rn4_eta0.1,4.0,0.1,F4,30,1,12.934467742212972
rn4_eta0.1,4.0,0.1,F4,30,2,18.90421704695359
rn4_eta0.1,4.0,0.1,F4,30,3,17.909257989860464
rn4_eta0.1,4.0,0.1,F4,30,4,12.93446774221286
rn4_eta0.1,4.0,0.1,F4,30,5,12.936534154699814
rn4_eta0.1,4.0,0.1,F4,30,6,11.940177028418134
rn4_eta0.1,4.0,0.1,F4,30,7,7.959672456746432
rn4_eta0.1,4.0,0.1,F4,30,8,14.924385856399454
rn4_eta0.1,4.0,0.1,F4,30,9,6.964713399653078
rn4_eta0.1,4.0,0.1,F5,10,0,0.0
rn4_eta0.1,4.0,0.1,F5,10,1,0.0
rn4_eta0.1,4.0,0.1,F5,10,2,0.0
rn4_eta0.1,4.0,0.1,F5,10,3,0.0
rn4_eta0.1,4.0,0.1,F5,10,4,0.0
rn4_eta0.1,4.0,0.1,F5,10,5,0.0
rn4_eta0.1,4.0,0.1,F5,10,6,0.0
rn4_eta0.1,4.0,0.1,F5,10,7,0.0
rn4_eta0.1,4.0,0.1,F5,10,8,0.0
rn4_eta0.1,4.0,0.1,F5,10,9,0.0
rn4_eta0.1,4.0,0.1,F5,30,0,0.0
rn4_eta0.1,4.0,0.1,F5,30,1,1.2443774721759837e-07
rn4_eta0.1,4.0,0.1,F5,30,2,0.0
rn4_eta0.1,4.0,0.1,F5,30,3,1.556933284518891e-07
rn4_eta0.1,4.0,0.1,F5,30,4,0.0
rn4_eta0.1,4.0,0.1,F5,30,5,6.408146191461128e-08
rn4_eta0.1,4.0,0.1,F5,30,6,0.0
rn4_eta0.1,4.0,0.1,F5,30,7,0.0
rn4_eta0.1,4.0,0.1,F5,30,8,0.0
rn4_eta0.1,4.0,0.1,F5,30,9,0.0
rn4_eta0.1,4.0,0.1,F6,10,0,14.846954414419995
rn4_eta0.1,4.0,0.1,F6,10,1,16.157838693627355
rn4_eta0.1,4.0,0.1,F6,10,2,12.471205366975369
rn4_eta0.1,4.0,0.1,F6,10,3,13.12664761426015
rn4_eta0.1,4.0,0.1,F6,10,4,13.904870598828095
rn4_eta0.1,4.0,0.1,F6,10,5,14.396452445813338
rn4_eta0.1,4.0,0.1,F6,10,6,12.307344751313622
rn4_eta0.1,4.0,0.1,F6,10,7,12.02070361373103
rn4_eta0.1,4.0,0.1,F6,10,8,11.856842998069284
rn4_eta0.1,4.0,0.1,F6,10,9,12.63507128917422
rn4_eta0.1,4.0,0.1,F6,30,0,46.527071867725
rn4_eta0.1,4.0,0.1,F6,30,1,43.980652495954814
rn4_eta0.1,4.0,0.1,F6,30,2,44.062996591884485
rn4_eta0.1,4.0,0.1,F6,30,3,46.48589981976011
rn4_eta0.1,4.0,0.1,F6,30,4,44.0629965918846
rn4_eta0.1,4.0,0.1,F6,30,5,39.901310759124726
rn4_eta0.1,4.0,0.1,F6,30,6,43.98065013836174
rn4_eta0.1,4.0,0.1,F6,30,7,42.365383820039824
rn4_eta0.1,4.0,0.1,F6,30,8,40.79128926434635
rn4_eta0.1,4.0,0.1,F6,30,9,44.911805406836606
rn4_eta0.1,4.0,0.1,F7,10,0,14.0
rn4_eta0.1,4.0,0.1,F7,10,1,6.0
rn4_eta0.1,4.0,0.1,F7,10,2,6.00010477637079
rn4_eta0.1,4.0,0.1,F7,10,3,12.0
rn4_eta0.1,4.0,0.1,F7,10,4,10.000000027418082
rn4_eta0.1,4.0,0.1,F7,10,5,8.0
rn4_eta0.1,4.0,0.1,F7,10,6,8.0
rn4_eta0.1,4.0,0.1,F7,10,7,12.0
rn4_eta0.1,4.0,0.1,F7,10,8,10.0
rn4_eta0.1,4.0,0.1,F7,10,9,10.0
rn4_eta0.1,4.0,0.1,F7,30,0,36.00000009911992
rn4_eta0.1,4.0,0.1,F7,30,1,42.00000095242615
rn4_eta0.1,4.0,0.1,F7,30,2,30.00301618101105
rn4_eta0.1,4.0,0.1,F7,30,3,50.00000000000136
rn4_eta0.1,4.0,0.1,F7,30,4,46.00000000007867
rn4_eta0.1,4.0,0.1,F7,30,5,50.0000199540699
rn4_eta0.1,4.0,0.1,F7,30,6,44.000000000107775
rn4_eta0.1,4.0,0.1,F7,30,7,32.00008966694759
rn4_eta0.1,4.0,0.1,F7,30,8,30.000000000000117
rn4_eta0.1,4.0,0.1,F7,30,9,52.00070009237743
rn4_eta0.1,4.0,0.1,F9,10,0,13.597388309728558
rn4_eta0.1,4.0,0.1,F9,10,1,220.74199340138148
rn4_eta0.1,4.0,0.1,F9,10,2,15.18203142591392
rn4_eta0.1,4.0,0.1,F9,10,3,13.659842750767892
rn4_eta0.1,4.0,0.1,F9,10,4,7.082600409745282
rn4_eta0.1,4.0,0.1,F9,10,5,119.3279033690269
rn4_eta0.1,4.0,0.1,F9,10,6,6.892375816422828
rn4_eta0.1,4.0,0.1,F9,10,7,12.079342943416124
rn4_eta0.1,4.0,0.1,F9,10,8,125.908006975224
rn4_eta0.1,4.0,0.1,F9,10,9,17.07480343845964
rn4_eta0.1,4.0,0.1,F9,30,0,1191.0595826209735
rn4_eta0.1,4.0,0.1,F9,30,1,1495.4004370643945
rn4_eta0.1,4.0,0.1,F9,30,2,1180.5576244073363
rn4_eta0.1,4.0,0.1,F9,30,3,1089.65298585277
rn4_eta0.1,4.0,0.1,F9,30,4,1437.8672394321566
rn4_eta0.1,4.0,0.1,F9,30,5,1389.7506775357142
rn4_eta0.1,4.0,0.1,F9,30,6,1033.3807087696275
rn4_eta0.1,4.0,0.1,F9,30,7,1056.987566632526
rn4_eta0.1,4.0,0.1,F9,30,8,1370.877735314618
rn4_eta0.1,4.0,0.1,F9,30,9,1028.2178129514832
rn4_eta0.1,4.0,0.1,F10,10,0,0.0
rn4_eta0.1,4.0,0.1,F10,10,1,0.9949590570932968
rn4_eta0.1,4.0,0.1,F10,10,2,0.0
rn4_eta0.1,4.0,0.1,F10,10,3,0.0
rn4_eta0.1,4.0,0.1,F10,10,4,5.691346724616665
rn4_eta0.1,4.0,0.1,F10,10,5,5.691346724616665
rn4_eta0.1,4.0,0.1,F10,10,6,0.0
rn4_eta0.1,4.0,0.1,F10,10,7,4.696387667523368
rn4_eta0.1,4.0,0.1,F10,10,8,0.0
rn4_eta0.1,4.0,0.1,F10,10,9,0.0
rn4_eta0.1,4.0,0.1,F10,30,0,9.322779690923994
rn4_eta0.1,4.0,0.1,F10,30,1,16.921078780683274
rn4_eta0.1,4.0,0.1,F10,30,2,1.9899181141867075
rn4_eta0.1,4.0,0.1,F10,30,3,4.974795285466598
rn4_eta0.1,4.0,0.1,F10,30,4,2.9848771712800044
rn4_eta0.1,4.0,0.1,F10,30,5,16.91429389494806
rn4_eta0.1,4.0,0.1,F10,30,6,2.9853441704202623
rn4_eta0.1,4.0,0.1,F10,30,7,4.016594390547652
rn4_eta0.1,4.0,0.1,F10,30,8,9.95005078596398
rn4_eta0.1,4.0,0.1,F10,30,9,1.9899181141868207
rn4_eta0.1,4.0,0.1,F11,10,0,174.77545669390997
rn4_eta0.1,4.0,0.1,F11,10,1,498.8779303619822
rn4_eta0.1,4.0,0.1,F11,10,2,217.3478123752186
rn4_eta0.1,4.0,0.1,F11,10,3,0.0
rn4_eta0.1,4.0,0.1,F11,10,4,239.3828317235368
rn4_eta0.1,4.0,0.1,F11,10,5,0.2081429846455194
rn4_eta0.1,4.0,0.1,F11,10,6,0.2081429846455194
rn4_eta0.1,4.0,0.1,F11,10,7,0.0
rn4_eta0.1,4.0,0.1,F11,10,8,0.0
rn4_eta0.1,4.0,0.1,F11,10,9,0.0
rn4_eta0.1,4.0,0.1,F11,30,0,128.0457351592463
rn4_eta0.1,4.0,0.1,F11,30,1,416.6659585772745
rn4_eta0.1,4.0,0.1,F11,30,2,0.0693932123851936
rn4_eta0.1,4.0,0.1,F11,30,3,83.24690054614211
rn4_eta0.1,4.0,0.1,F11,30,4,30.51083666605723
rn4_eta0.1,4.0,0.1,F11,30,5,0.0
rn4_eta0.1,4.0,0.1,F11,30,6,273.70998223932907
rn4_eta0.1,4.0,0.1,F11,30,7,0.0
rn4_eta0.1,4.0,0.1,F11,30,8,211.84537303817436
rn4_eta0.1,4.0,0.1,F11,30,9,52.32050897372187
rn4_eta0.1,4.0,0.1,F15,10,0,435.6796053266762
rn4_eta0.1,4.0,0.1,F15,10,1,0.2992044780814922
rn4_eta0.1,4.0,0.1,F15,10,2,1.3904921507098609
rn4_eta0.1,4.0,0.1,F15,10,3,1.706034854176096
rn4_eta0.1,4.0,0.1,F15,10,4,1.3039519692792965
rn4_eta0.1,4.0,0.1,F15,10,5,435.9838590717736
rn4_eta0.1,4.0,0.1,F15,10,6,0.4492878640385243
rn4_eta0.1,4.0,0.1,F15,10,7,0.5043815233634632
rn4_eta0.1,4.0,0.1,F15,10,8,0.28550707205045
rn4_eta0.1,4.0,0.1,F15,10,9,434.6062975315376
rn4_eta0.1,4.0,0.1,F15,30,0,2.323466258256076
rn4_eta0.1,4.0,0.1,F15,30,1,3.404897644344828
rn4_eta0.1,4.0,0.1,F15,30,2,2.6158993141575597
rn4_eta0.1,4.0,0.1,F15,30,3,220.50532568840185
rn4_eta0.1,4.0,0.1,F15,30,4,3.3950966812096794
rn4_eta0.1,4.0,0.1,F15,30,5,3.531910600569745
rn4_eta0.1,4.0,0.1,F15,30,6,3.628508088492026
rn4_eta0.1,4.0,0.1,F15,30,7,2.7761735613066776
rn4_eta0.1,4.0,0.1,F15,30,8,372.4727875202618
rn4_eta0.1,4.0,0.1,F15,30,9,3.4797742347766416
rn4_eta0.2,4.0,0.2,F1,10,0,0.0
rn4_eta0.2,4.0,0.2,F1,10,1,0.0
rn4_eta0.2,4.0,0.2,F1,10,2,0.0
rn4_eta0.2,4.0,0.2,F1,10,3,0.0
rn4_eta0.2,4.0,0.2,F1,10,4,0.0
rn4_eta0.2,4.0,0.2,F1,10,5,0.0
rn4_eta0.2,4.0,0.2,F1,10,6,0.0
rn4_eta0.2,4.0,0.2,F1,10,7,0.0
rn4_eta0.2,4.0,0.2,F1,10,8,0.0
rn4_eta0.2,4.0,0.2,F1,10,9,0.0
rn4_eta0.2,4.0,0.2,F1,30,0,0.0
rn4_eta0.2,4.0,0.2,F1,30,1,0.0
rn4_eta0.2,4.0,0.2,F1,30,2,0.0
rn4_eta0.2,4.0,0.2,F1,30,3,0.0
rn4_eta0.2,4.0,0.2,F1,30,4,0.0
rn4_eta0.2,4.0,0.2,F1,30,5,0.0
rn4_eta0.2,4.0,0.2,F1,30,6,0.0
rn4_eta0.2,4.0,0.2,F1,30,7,0.0
rn4_eta0.2,4.0,0.2,F1,30,8,0.0
rn4_eta0.2,4.0,0.2,F1,30,9,0.0
rn4_eta0.2,4.0,0.2,F3,10,0,3.986579112347158
rn4_eta0.2,4.0,0.2,F3,10,1,0.0
rn4_eta0.2,4.0,0.2,F3,10,2,3.986579112347158
rn4_eta0.2,4.0,0.2,F3,10,3,3.986579112347158
rn4_eta0.2,4.0,0.2,F3,10,4,0.0
rn4_eta0.2,4.0,0.2,F3,10,5,3.986579112347158
rn4_eta0.2,4.0,0.2,F3,10,6,3.986579112347158
rn4_eta0.2,4.0,0.2,F3,10,7,3.986579112347158
rn4_eta0.2,4.0,0.2,F3,10,8,3.986579112347158
rn4_eta0.2,4.0,0.2,F3,10,9,0.0
rn4_eta0.2,4.0,0.2,F3,30,0,31.810711664704968
rn4_eta0.2,4.0,0.2,F3,30,1,31.810711664704968
rn4_eta0.2,4.0,0.2,F3,30,2,31.810711664704968
rn4_eta0.2,4.0,0.2,F3,30,3,31.810711664704968
rn4_eta0.2,4.0,0.2,F3,30,4,31.810711664704968
rn4_eta0.2,4.0,0.2,F3,30,5,31.810711664704968
rn4_eta0.2,4.0,0.2,F3,30,6,31.810711664704968
rn4_eta0.2,4.0,0.2,F3,30,7,31.810711664704968
rn4_eta0.2,4.0,0.2,F3,30,8,31.810711664704968
rn4_eta0.2,4.0,0.2,F3,30,9,31.810711664704968
rn4_eta0.2,4.0,0.2,F4,10,0,3.979836228373188
rn4_eta0.2,4.0,0.2,F4,10,1,0.0
rn4_eta0.2,4.0,0.2,F4,10,2,3.979836228373188
rn4_eta0.2,4.0,0.2,F4,10,3,6.964708361833971
rn4_eta0.2,4.0,0.2,F4,10,4,2.9848771712798907
rn4_eta0.2,4.0,0.2,F4,10,5,2.9848771712798907
rn4_eta0.2,4.0,0.2,F4,10,6,2.9848771712798907
rn4_eta0.2,4.0,0.2,F4,10,7,0.9949590570933536
rn4_eta0.2,4.0,0.2,F4,10,8,4.9747952854664845
rn4_eta0.2,4.0,0.2,F4,10,9,0.9949590570932968
rn4_eta0.2,4.0,0.2,F4,30,0,17.909257989860293
rn4_eta0.2,4.0,0.2,F4,30,1,10.944544590207215
rn4_eta0.2,4.0,0.2,F4,30,2,13.92942683621959
rn4_eta0.2,4.0,0.2,F4,30,3,10.944544590207215
rn4_eta0.2,4.0,0.2,F4,30,4,12.93446774221303
rn4_eta0.2,4.0,0.2,F4,30,5,11.939508685119565
rn4_eta0.2,4.0,0.2,F4,30,6,15.929059030301914
rn4_eta0.2,4.0,0.2,F4,30,7,10.944549628026325
rn4_eta0.2,4.0,0.2,F4,30,8,10.944549628026266
rn4_eta0.2,4.0,0.2,F4,30,9,12.93446774221303
rn4_eta0.2,4.0,0.2,F5,10,0,0.0
rn4_eta0.2,4.0,0.2,F5,10,1,0.0
rn4_eta0.2,4.0,0.2,F5,10,2,0.0
rn4_eta0.2,4.0,0.2,F5,10,3,0.0
rn4_eta0.2,4.0,0.2,F5,10,4,0.0
rn4_eta0.2,4.0,0.2,F5,10,5,0.0
rn4_eta0.2,4.0,0.2,F5,10,6,0.0
rn4_eta0.2,4.0,0.2,F5,10,7,0.0
