Algorithm,Function,Dimension,Run,Best
NL-SHADE-RSP,F12,10,16,164.47351934602648
NL-SHADE-RSP,F12,10,17,164.47351934602648
NL-SHADE-RSP,F12,10,18,164.47351934602648
NL-SHADE-RSP,F12,10,19,164.47351934602648
NL-SHADE-RSP,F12,10,20,164.47351934602648
NL-SHADE-RSP,F12,10,21,164.47351934602648
NL-SHADE-RSP,F12,10,22,164.8977041304488
NL-SHADE-RSP,F12,10,23,164.47351934602648
NL-SHADE-RSP,F12,10,24,164.01394544805407
NL-SHADE-RSP,F12,10,25,164.01394544805407
NL-SHADE-RSP,F12,10,26,164.47351934602648
NL-SHADE-RSP,F12,10,27,164.47351934602648
NL-SHADE-RSP,F12,10,28,164.47351934602648
NL-SHADE-RSP,F12,10,29,164.47351934602648
LSHADE-SPACMA,F12,10,0,166.38750694155897
LSHADE-SPACMA,F12,10,1,166.5355568480445
LSHADE-SPACMA,F12,10,2,166.5355568480445
LSHADE-SPACMA,F12,10,3,166.5355568480445
LSHADE-SPACMA,F12,10,4,166.5355568480445
LSHADE-SPACMA,F12,10,5,166.5355568480445
LSHADE-SPACMA,F12,10,6,166.5355568480445
LSHADE-SPACMA,F12,10,7,166.5355568480445
LSHADE-SPACMA,F12,10,8,166.5355568480445
LSHADE-SPACMA,F12,10,9,166.5355568480445
LSHADE-SPACMA,F12,10,10,166.38750694155897
LSHADE-SPACMA,F12,10,11,166.5355568480445
LSHADE-SPACMA,F12,10,12,166.5355568480445
LSHADE-SPACMA,F12,10,13,166.5355568480445
LSHADE-SPACMA,F12,10,14,166.5355568480445
LSHADE-SPACMA,F12,10,15,166.38750694155897
LSHADE-SPACMA,F12,10,16,166.5355568480445
LSHADE-SPACMA,F12,10,17,166.38750694155897
LSHADE-SPACMA,F12,10,18,166.5355568480445
LSHADE-SPACMA,F12,10,19,166.38750694155897
LSHADE-SPACMA,F12,10,20,166.5355568480445
LSHADE-SPACMA,F12,10,21,166.5355568480445
LSHADE-SPACMA,F12,10,22,166.5355568480445
LSHADE-SPACMA,F12,10,23,166.5355568480445
LSHADE-SPACMA,F12,10,24,166.38750694155897
LSHADE-SPACMA,F12,10,25,166.38750694155897
LSHADE-SPACMA,F12,10,26,166.38750694155897
LSHADE-SPACMA,F12,10,27,166.5355568480445
LSHADE-SPACMA,F12,10,28,166.38750694155897
LSHADE-SPACMA,F12,10,29,166.38750694155897
LSHADE-cnEpSin,F12,10,0,164.47351934602648
LSHADE-cnEpSin,F12,10,1,166.38750694155897
LSHADE-cnEpSin,F12,10,2,166.38750694155897
LSHADE-cnEpSin,F12,10,3,166.38750694155897
LSHADE-cnEpSin,F12,10,4,165.46842172031893
LSHADE-cnEpSin,F12,10,5,166.38750694155897
LSHADE-cnEpSin,F12,10,6,166.38750694155897
LSHADE-cnEpSin,F12,10,7,166.38750694155897
LSHADE-cnEpSin,F12,10,8,166.38750694155897
LSHADE-cnEpSin,F12,10,9,166.38750694155897
LSHADE-cnEpSin,F12,10,10,166.38750694155897
LSHADE-cnEpSin,F12,10,11,164.47351934602648
LSHADE-cnEpSin,F12,10,12,166.38750694155897
LSHADE-cnEpSin,F12,10,13,166.38750694155897
LSHADE-cnEpSin,F12,10,14,165.83767187153398
LSHADE-cnEpSin,F12,10,15,166.38750694155897
LSHADE-cnEpSin,F12,10,16,166.38750694155897
LSHADE-cnEpSin,F12,10,17,164.47351934602648
LSHADE-cnEpSin,F12,10,18,164.47351934602648
LSHADE-cnEpSin,F12,10,19,166.37284417755245
LSHADE-cnEpSin,F12,10,20,166.38750694155897
LSHADE-cnEpSin,F12,10,21,166.37284417755245
LSHADE-cnEpSin,F12,10,22,166.38750694155897
LSHADE-cnEpSin,F12,10,23,164.47351934602648
LSHADE-cnEpSin,F12,10,24,166.38750694155897
LSHADE-cnEpSin,F12,10,25,166.38750694155897
LSHADE-cnEpSin,F12,10,26,166.38750694155897
LSHADE-cnEpSin,F12,10,27,165.89175687693023
LSHADE-cnEpSin,F12,10,28,164.47351934602648
LSHADE-cnEpSin,F12,10,29,166.38750694155897
LSHADE-RSP,F12,10,0,165.83767187153398
LSHADE-RSP,F12,10,1,165.83767187153398
LSHADE-RSP,F12,10,2,165.83767187153398
LSHADE-RSP,F12,10,3,165.83767187153398
LSHADE-RSP,F12,10,4,165.83767187153398
LSHADE-RSP,F12,10,5,164.47351934602648
LSHADE-RSP,F12,10,6,165.83767187153398
LSHADE-RSP,F12,10,7,165.83767187153398
LSHADE-RSP,F12,10,8,165.83767187153398
LSHADE-RSP,F12,10,9,165.83767187153398
LSHADE-RSP,F12,10,10,165.83767187153398
LSHADE-RSP,F12,10,11,165.83767187153398
LSHADE-RSP,F12,10,12,165.46842172031893
LSHADE-RSP,F12,10,13,164.47351934602648
LSHADE-RSP,F12,10,14,165.46842172031893
LSHADE-RSP,F12,10,15,165.83767187153398
LSHADE-RSP,F12,10,16,165.46842172031893
LSHADE-RSP,F12,10,17,165.46842172031893
LSHADE-RSP,F12,10,18,164.47351934602648
LSHADE-RSP,F12,10,19,165.89175687693023
LSHADE-RSP,F12,10,20,165.89175687693023
LSHADE-RSP,F12,10,21,165.83767187153398
LSHADE-RSP,F12,10,22,165.83767187153398
LSHADE-RSP,F12,10,23,166.38750694155897
LSHADE-RSP,F12,10,24,164.47351934602648
LSHADE-RSP,F12,10,25,165.83767187153398
LSHADE-RSP,F12,10,26,165.83767187153398
LSHADE-RSP,F12,10,27,166.38750694155897
LSHADE-RSP,F12,10,28,166.37284417755245
LSHADE-RSP,F12,10,29,165.83767187153398
jSO,F12,10,0,166.38750694155897
jSO,F12,10,1,164.47351934602648
jSO,F12,10,2,164.47351934602648
jSO,F12,10,3,164.47351934602648
jSO,F12,10,4,164.47351934602648
jSO,F12,10,5,164.47351934602648
jSO,F12,10,6,165.46842172031893
jSO,F12,10,7,164.47351934602648
jSO,F12,10,8,164.47351934602648
jSO,F12,10,9,164.47351934602648
jSO,F12,10,10,164.47351934602648
jSO,F12,10,11,165.83767187153398
jSO,F12,10,12,164.89754759195785
jSO,F12,10,13,164.47351934602648
jSO,F12,10,14,165.46842172031893
jSO,F12,10,15,164.47351934602648
jSO,F12,10,16,164.47351934602648
jSO,F12,10,17,165.83767187153398
jSO,F12,10,18,164.47351934602648
jSO,F12,10,19,164.89754759195785
jSO,F12,10,20,164.47351934602648
jSO,F12,10,21,165.46842172031893
jSO,F12,10,22,164.47351934602648
jSO,F12,10,23,164.47351934602648
jSO,F12,10,24,165.83767187153398
jSO,F12,10,25,165.83767187153398
jSO,F12,10,26,164.47351934602648
jSO,F12,10,27,164.47351934602648
jSO,F12,10,28,164.47351934602648
jSO,F12,10,29,164.47351934602648
L-SHADE,F12,10,0,166.38750694155897
L-SHADE,F12,10,1,165.83767187153398
L-SHADE,F12,10,2,165.46842172031893
L-SHADE,F12,10,3,165.89175687693023
L-SHADE,F12,10,4,165.46842172031893
L-SHADE,F12,10,5,164.47351934602648
L-SHADE,F12,10,6,164.47351934602648
L-SHADE,F12,10,7,165.83767187153398
L-SHADE,F12,10,8,164.47351934602648
L-SHADE,F12,10,9,165.89175687693023
L-SHADE,F12,10,10,165.46842172031893
L-SHADE,F12,10,11,164.47351934602648
L-SHADE,F12,10,12,165.46842172031893
L-SHADE,F12,10,13,165.89175687693023
L-SHADE,F12,10,14,165.89175687693023
L-SHADE,F12,10,15,165.46842172031893
L-SHADE,F12,10,16,165.83767187153398
L-SHADE,F12,10,17,165.83767187153398
L-SHADE,F12,10,18,165.46842172031893
L-SHADE,F12,10,19,164.01394544805407
L-SHADE,F12,10,20,165.89175687693023
L-SHADE,F12,10,21,164.47351934602648
L-SHADE,F12,10,22,165.46842172031893
L-SHADE,F12,10,23,164.47351934602648
L-SHADE,F12,10,24,165.89175687693023
L-SHADE,F12,10,25,166.38750694155897
L-SHADE,F12,10,26,165.46842172031893
L-SHADE,F12,10,27,164.47351934602648
L-SHADE,F12,10,28,164.47351934602648
L-SHADE,F12,10,29,164.47351934602648
CMA-ES,F12,10,0,168.79082016132998
CMA-ES,F12,10,1,167.48725815749822
CMA-ES,F12,10,2,166.2181802235773
CMA-ES,F12,10,3,165.91000055736777
CMA-ES,F12,10,4,166.56521700411895
CMA-ES,F12,10,5,168.18290298355396
CMA-ES,F12,10,6,168.05797059392216
CMA-ES,F12,10,7,168.9438239804822
CMA-ES,F12,10,8,168.57441416479514
CMA-ES,F12,10,9,168.26279261607897
CMA-ES,F12,10,10,166.56521700412895
CMA-ES,F12,10,11,168.9642637702932
CMA-ES,F12,10,12,168.25414569372424
CMA-ES,F12,10,13,168.39507285724267
CMA-ES,F12,10,14,167.15569850911334
CMA-ES,F12,10,15,167.48725815749822
CMA-ES,F12,10,16,167.7384433648822
CMA-ES,F12,10,17,167.7497178749304
CMA-ES,F12,10,18,167.4280206263411
CMA-ES,F12,10,19,166.56521700477015
CMA-ES,F12,10,20,167.5366861676107
CMA-ES,F12,10,21,165.91000055736822
CMA-ES,F12,10,22,166.45671988318873
CMA-ES,F12,10,23,167.31344932158345
CMA-ES,F12,10,24,168.37186068482788
CMA-ES,F12,10,25,168.18290298355396
CMA-ES,F12,10,26,166.45671988318827
CMA-ES,F12,10,27,166.56521700411895
CMA-ES,F12,10,28,167.1556985091156
CMA-ES,F12,10,29,167.20499469536617
ACE-SHADE,F12,20,0,238.2850342651332
ACE-SHADE,F12,20,1,253.6165498735877
ACE-SHADE,F12,20,2,239.94484709931064
ACE-SHADE,F12,20,3,239.94484709931064
ACE-SHADE,F12,20,4,253.35246532522297
ACE-SHADE,F12,20,5,238.2850342651332
ACE-SHADE,F12,20,6,244.4246041810111
ACE-SHADE,F12,20,7,248.50438212710375
ACE-SHADE,F12,20,8,246.3542003135599
ACE-SHADE,F12,20,9,240.46655543509587
ACE-SHADE,F12,20,10,245.081491082733
ACE-SHADE,F12,20,11,245.55041708110457
ACE-SHADE,F12,20,12,244.0523360239713
ACE-SHADE,F12,20,13,239.09318842165067
ACE-SHADE,F12,20,14,240.46655543509587
ACE-SHADE,F12,20,15,247.34854070607253
ACE-SHADE,F12,20,16,245.07761660733468
ACE-SHADE,F12,20,17,243.38813539379225
ACE-SHADE,F12,20,18,244.96480763771345
ACE-SHADE,F12,20,19,247.93368155843743
ACE-SHADE,F12,20,20,259.2964493329655
ACE-SHADE,F12,20,21,245.32239244533596
ACE-SHADE,F12,20,22,249.1711853215361
ACE-SHADE,F12,20,23,239.09318842165067
ACE-SHADE,F12,20,24,252.2001498533732
ACE-SHADE,F12,20,25,245.4877405940024
ACE-SHADE,F12,20,26,240.46655543509587
ACE-SHADE,F12,20,27,245.35200937573245
ACE-SHADE,F12,20,28,243.3069060892149
ACE-SHADE,F12,20,29,239.09318842165067
CMA-ES,F12,20,0,251.270516274506
CMA-ES,F12,20,1,241.27197404392743
CMA-ES,F12,20,2,251.3972711529891
CMA-ES,F12,20,3,246.61492472617465
CMA-ES,F12,20,4,267.7102908090901
CMA-ES,F12,20,5,246.13318597007947
CMA-ES,F12,20,6,247.3451692628987
CMA-ES,F12,20,7,253.81156860782448
CMA-ES,F12,20,8,244.80372544614784
CMA-ES,F12,20,9,243.59394346489532
CMA-ES,F12,20,10,242.5360534548281
CMA-ES,F12,20,11,242.5554075818377
CMA-ES,F12,20,12,252.22560180899157
CMA-ES,F12,20,13,247.7092531832068
CMA-ES,F12,20,14,246.5213250466727
CMA-ES,F12,20,15,250.5000843486314
CMA-ES,F12,20,16,246.56690330288572
CMA-ES,F12,20,17,250.43812639095404
CMA-ES,F12,20,18,249.64890964950652
CMA-ES,F12,20,19,248.6149887548495
CMA-ES,F12,20,20,242.63834925999072
CMA-ES,F12,20,21,245.4237848036355
CMA-ES,F12,20,22,246.72386814606807
CMA-ES,F12,20,23,255.18231251749148
CMA-ES,F12,20,24,247.6194947511899
CMA-ES,F12,20,25,244.13331445582435
CMA-ES,F12,20,26,253.67393101975267
CMA-ES,F12,20,27,248.95090791812936
CMA-ES,F12,20,28,243.6054704225849
CMA-ES,F12,20,29,251.8150955058204
LSHADE-RSP,F12,20,0,238.40650055634117
LSHADE-RSP,F12,20,1,238.2850342651336
LSHADE-RSP,F12,20,2,239.94484709931064
LSHADE-RSP,F12,20,3,238.2850342651332
LSHADE-RSP,F12,20,4,239.94484709931064
LSHADE-RSP,F12,20,5,245.42703802378173
LSHADE-RSP,F12,20,6,238.93905113198437
LSHADE-RSP,F12,20,7,238.2850342651332
LSHADE-RSP,F12,20,8,239.94484709931064
LSHADE-RSP,F12,20,9,238.2850342651332
LSHADE-RSP,F12,20,10,238.2850342651332
LSHADE-RSP,F12,20,11,239.3284913017419
LSHADE-RSP,F12,20,12,238.40650055634117
LSHADE-RSP,F12,20,13,238.2850342651332
LSHADE-RSP,F12,20,14,239.94484709931064
LSHADE-RSP,F12,20,15,237.63817854814303
LSHADE-RSP,F12,20,16,238.14268596930836
LSHADE-RSP,F12,20,17,245.42703802378173
LSHADE-RSP,F12,20,18,238.2850342651336
LSHADE-RSP,F12,20,19,237.63817854814303
LSHADE-RSP,F12,20,20,236.4735989640517
LSHADE-RSP,F12,20,21,238.4986411462587
LSHADE-RSP,F12,20,22,238.14268596930836
LSHADE-RSP,F12,20,23,238.2850342651332
LSHADE-RSP,F12,20,24,238.07054028038056
LSHADE-RSP,F12,20,25,238.1426859693088
LSHADE-RSP,F12,20,26,247.7606436233505
LSHADE-RSP,F12,20,27,238.2850342651332
LSHADE-RSP,F12,20,28,238.2850342651336
LSHADE-RSP,F12,20,29,239.94484709931064
LSHADE-SPACMA,F12,20,0,238.4986411462587
LSHADE-SPACMA,F12,20,1,239.50866046945248
LSHADE-SPACMA,F12,20,2,238.2850342651336
LSHADE-SPACMA,F12,20,3,238.2850342651336
LSHADE-SPACMA,F12,20,4,238.2850342651336
LSHADE-SPACMA,F12,20,5,238.2850342651336
LSHADE-SPACMA,F12,20,6,239.5089299435276
LSHADE-SPACMA,F12,20,7,238.40650055634117
LSHADE-SPACMA,F12,20,8,238.4986411462587
LSHADE-SPACMA,F12,20,9,238.2850342651336
LSHADE-SPACMA,F12,20,10,239.50866046945248
LSHADE-SPACMA,F12,20,11,239.50866046945248
LSHADE-SPACMA,F12,20,12,238.2850342651336
LSHADE-SPACMA,F12,20,13,239.5089299435276
LSHADE-SPACMA,F12,20,14,240.19331679551212
LSHADE-SPACMA,F12,20,15,238.2850342651336
LSHADE-SPACMA,F12,20,16,238.2850342651332
LSHADE-SPACMA,F12,20,17,239.4973555368952
LSHADE-SPACMA,F12,20,18,238.2850342651332
LSHADE-SPACMA,F12,20,19,238.2850342651336
LSHADE-SPACMA,F12,20,20,239.5089299435276
LSHADE-SPACMA,F12,20,21,240.8685645576502
LSHADE-SPACMA,F12,20,22,238.2850342651336
LSHADE-SPACMA,F12,20,23,239.50866046945248
LSHADE-SPACMA,F12,20,24,238.2850342651336
LSHADE-SPACMA,F12,20,25,239.50866046945248
LSHADE-SPACMA,F12,20,26,239.3503615672344
LSHADE-SPACMA,F12,20,27,239.09318842165067
LSHADE-SPACMA,F12,20,28,238.2850342651332
LSHADE-SPACMA,F12,20,29,239.50866046945248
LSHADE-cnEpSin,F12,20,0,238.2850342651336
LSHADE-cnEpSin,F12,20,1,240.46655543509587
LSHADE-cnEpSin,F12,20,2,238.2850342651336
LSHADE-cnEpSin,F12,20,3,238.4986411462587
LSHADE-cnEpSin,F12,20,4,239.4973555368952
LSHADE-cnEpSin,F12,20,5,238.4986411462587
LSHADE-cnEpSin,F12,20,6,238.4986411462587
LSHADE-cnEpSin,F12,20,7,243.38813539379225
LSHADE-cnEpSin,F12,20,8,239.5089299435276
LSHADE-cnEpSin,F12,20,9,242.81030452559756
LSHADE-cnEpSin,F12,20,10,242.81030452559756
LSHADE-cnEpSin,F12,20,11,239.94484709931064
LSHADE-cnEpSin,F12,20,12,243.77303059970652
LSHADE-cnEpSin,F12,20,13,239.4973555368952
LSHADE-cnEpSin,F12,20,14,239.3284913017419
LSHADE-cnEpSin,F12,20,15,240.46655543509587
LSHADE-cnEpSin,F12,20,16,238.4986411462587
LSHADE-cnEpSin,F12,20,17,238.34014704288893
LSHADE-cnEpSin,F12,20,18,244.86677568852477
LSHADE-cnEpSin,F12,20,19,238.1426859693088
LSHADE-cnEpSin,F12,20,20,238.4986411462587
LSHADE-cnEpSin,F12,20,21,243.48837434408412
LSHADE-cnEpSin,F12,20,22,239.94484709931064
LSHADE-cnEpSin,F12,20,23,239.09318842165067
LSHADE-cnEpSin,F12,20,24,238.40650055634117
LSHADE-cnEpSin,F12,20,25,238.49309975601045
LSHADE-cnEpSin,F12,20,26,241.34533302181035
LSHADE-cnEpSin,F12,20,27,242.94021759602535
LSHADE-cnEpSin,F12,20,28,238.1426859693088
LSHADE-cnEpSin,F12,20,29,243.38813539379225
L-SHADE,F12,20,0,238.2850342651336
L-SHADE,F12,20,1,239.09318842165067
L-SHADE,F12,20,2,238.2850342651336
L-SHADE,F12,20,3,238.2850342651332
L-SHADE,F12,20,4,238.2850342651336
L-SHADE,F12,20,5,238.2850342651336
L-SHADE,F12,20,6,238.2850342651336
L-SHADE,F12,20,7,238.2850342651336
L-SHADE,F12,20,8,238.2850342651336
L-SHADE,F12,20,9,238.2850342651336
L-SHADE,F12,20,10,238.2850342651336
L-SHADE,F12,20,11,238.2850342651336
L-SHADE,F12,20,12,238.2850342651336
L-SHADE,F12,20,13,238.2850342651336
L-SHADE,F12,20,14,238.2850342651336
L-SHADE,F12,20,15,238.2850342651336
L-SHADE,F12,20,16,238.2850342651336
L-SHADE,F12,20,17,238.2850342651336
L-SHADE,F12,20,18,238.2850342651336
L-SHADE,F12,20,19,238.2850342651336
L-SHADE,F12,20,20,238.2850342651336
L-SHADE,F12,20,21,238.2850342651336
L-SHADE,F12,20,22,238.2850342651336
L-SHADE,F12,20,23,238.2850342651336
L-SHADE,F12,20,24,238.2850342651336
L-SHADE,F12,20,25,238.2850342651336
L-SHADE,F12,20,26,238.2850342651336
L-SHADE,F12,20,27,239.4973555368952
L-SHADE,F12,20,28,239.09318842165067
L-SHADE,F12,20,29,238.2850342651336
NL-SHADE-RSP,F12,20,0,238.2850342651336
NL-SHADE-RSP,F12,20,1,234.852658475962
NL-SHADE-RSP,F12,20,2,235.3165769832599
NL-SHADE-RSP,F12,20,3,234.8720012129911
NL-SHADE-RSP,F12,20,4,234.85265847596247
NL-SHADE-RSP,F12,20,5,234.87669541911828
NL-SHADE-RSP,F12,20,6,235.31657698325944
NL-SHADE-RSP,F12,20,7,234.852658475962
NL-SHADE-RSP,F12,20,8,235.31657698325944
NL-SHADE-RSP,F12,20,9,234.852658475962
NL-SHADE-RSP,F12,20,10,234.852658475962
NL-SHADE-RSP,F12,20,11,235.31657698325944
NL-SHADE-RSP,F12,20,12,234.85265847596247
NL-SHADE-RSP,F12,20,13,235.3165769832599
NL-SHADE-RSP,F12,20,14,234.8731910467677
NL-SHADE-RSP,F12,20,15,235.4308268017089
NL-SHADE-RSP,F12,20,16,234.85265847596293
NL-SHADE-RSP,F12,20,17,235.33404231018585
NL-SHADE-RSP,F12,20,18,235.31657698326129
NL-SHADE-RSP,F12,20,19,234.86370101913965
NL-SHADE-RSP,F12,20,20,234.85265847596293
NL-SHADE-RSP,F12,20,21,237.63817854814303
NL-SHADE-RSP,F12,20,22,238.2850342651336
NL-SHADE-RSP,F12,20,23,238.2850342651336
NL-SHADE-RSP,F12,20,24,234.86216744305284
NL-SHADE-RSP,F12,20,25,234.87014311624853
NL-SHADE-RSP,F12,20,26,235.31657698325944
NL-SHADE-RSP,F12,20,27,237.63817854814303
NL-SHADE-RSP,F12,20,28,234.85265847596293
NL-SHADE-RSP,F12,20,29,235.3165769832599
jSO,F12,20,0,238.2850342651336
jSO,F12,20,1,238.2850342651336
jSO,F12,20,2,238.2850342651332
jSO,F12,20,3,238.93905113198437
jSO,F12,20,4,238.4986411462587
jSO,F12,20,5,238.40650055634117
jSO,F12,20,6,239.4899120516684
jSO,F12,20,7,240.3696095569794
jSO,F12,20,8,238.4986411462587
jSO,F12,20,9,239.4899120516684
jSO,F12,20,10,238.2850342651332
jSO,F12,20,11,238.40650055634117
jSO,F12,20,12,235.402863157562
jSO,F12,20,13,238.2850342651332
jSO,F12,20,14,235.402863157562
jSO,F12,20,15,238.2850342651336
jSO,F12,20,16,238.2850342651332
jSO,F12,20,17,238.4986411462587
jSO,F12,20,18,235.402863157562
jSO,F12,20,19,238.2850342651336
jSO,F12,20,20,239.09318842165067
jSO,F12,20,21,235.402863157562
jSO,F12,20,22,238.2850342651332
jSO,F12,20,23,238.4986411462587
jSO,F12,20,24,235.31657698325944
jSO,F12,20,25,238.2850342651332
jSO,F12,20,26,244.86677568852477
jSO,F12,20,27,239.09318842165067
jSO,F12,20,28,239.4899120516684
jSO,F12,20,29,238.2850342651336
ACE-SHADE,F2,10,0,0.0
ACE-SHADE,F2,10,1,0.0
ACE-SHADE,F2,10,2,3.986579112347158
ACE-SHADE,F2,10,3,8.916101927781312
ACE-SHADE,F2,10,4,0.0
ACE-SHADE,F2,10,5,3.986579112347158
ACE-SHADE,F2,10,6,8.916101927781312
ACE-SHADE,F2,10,7,8.916101927781312
ACE-SHADE,F2,10,8,8.916101927781312
ACE-SHADE,F2,10,9,8.916101927781312
ACE-SHADE,F2,10,10,3.986579112347158
ACE-SHADE,F2,10,11,3.986579112347158
ACE-SHADE,F2,10,12,3.986579112347158
ACE-SHADE,F2,10,13,8.916101927781312
ACE-SHADE,F2,10,14,8.916101927781312
ACE-SHADE,F2,10,15,3.986579112347158
ACE-SHADE,F2,10,16,0.0
ACE-SHADE,F2,10,17,3.986579112347158
ACE-SHADE,F2,10,18,8.916101927781312
ACE-SHADE,F2,10,19,0.0
ACE-SHADE,F2,10,20,3.986579112347158
ACE-SHADE,F2,10,21,0.0
ACE-SHADE,F2,10,22,0.0
ACE-SHADE,F2,10,23,0.0
ACE-SHADE,F2,10,24,3.986579112347158
ACE-SHADE,F2,10,25,8.916101927781312
ACE-SHADE,F2,10,26,3.986579112347158
ACE-SHADE,F2,10,27,3.986579112347158
ACE-SHADE,F2,10,28,0.0
ACE-SHADE,F2,10,29,0.0
NL-SHADE-RSP,F2,10,0,0.0
NL-SHADE-RSP,F2,10,1,0.0
NL-SHADE-RSP,F2,10,2,0.0
NL-SHADE-RSP,F2,10,3,0.0
NL-SHADE-RSP,F2,10,4,0.0
NL-SHADE-RSP,F2,10,5,0.0
NL-SHADE-RSP,F2,10,6,0.0
NL-SHADE-RSP,F2,10,7,0.0
NL-SHADE-RSP,F2,10,8,0.0
NL-SHADE-RSP,F2,10,9,0.0
NL-SHADE-RSP,F2,10,10,0.0
NL-SHADE-RSP,F2,10,11,0.0
NL-SHADE-RSP,F2,10,12,0.0
NL-SHADE-RSP,F2,10,13,0.0
NL-SHADE-RSP,F2,10,14,8.916101927781312
NL-SHADE-RSP,F2,10,15,0.0
NL-SHADE-RSP,F2,10,16,0.0
NL-SHADE-RSP,F2,10,17,0.0
NL-SHADE-RSP,F2,10,18,0.0
NL-SHADE-RSP,F2,10,19,0.0
NL-SHADE-RSP,F2,10,20,3.986579112347158
NL-SHADE-RSP,F2,10,21,0.0
NL-SHADE-RSP,F2,10,22,0.0
NL-SHADE-RSP,F2,10,23,0.0
NL-SHADE-RSP,F2,10,24,0.0
NL-SHADE-RSP,F2,10,25,0.0
NL-SHADE-RSP,F2,10,26,0.0
NL-SHADE-RSP,F2,10,27,0.0
NL-SHADE-RSP,F2,10,28,0.0
NL-SHADE-RSP,F2,10,29,0.0
LSHADE-SPACMA,F2,10,0,3.986579112347158
LSHADE-SPACMA,F2,10,1,0.0
LSHADE-SPACMA,F2,10,2,0.0
LSHADE-SPACMA,F2,10,3,8.916101927781312
LSHADE-SPACMA,F2,10,4,8.916101927781312
LSHADE-SPACMA,F2,10,5,0.0
LSHADE-SPACMA,F2,10,6,0.0
LSHADE-SPACMA,F2,10,7,0.0
LSHADE-SPACMA,F2,10,8,8.916101927781312
LSHADE-SPACMA,F2,10,9,0.0
LSHADE-SPACMA,F2,10,10,0.0
LSHADE-SPACMA,F2,10,11,0.0
LSHADE-SPACMA,F2,10,12,8.916101927781312
LSHADE-SPACMA,F2,10,13,8.916101927781312
LSHADE-SPACMA,F2,10,14,8.916101927781312
LSHADE-SPACMA,F2,10,15,0.0
LSHADE-SPACMA,F2,10,16,3.986579112347158
LSHADE-SPACMA,F2,10,17,8.916101927781312
LSHADE-SPACMA,F2,10,18,8.916101927781312
LSHADE-SPACMA,F2,10,19,8.916101927781312
LSHADE-SPACMA,F2,10,20,0.0
LSHADE-SPACMA,F2,10,21,0.0
LSHADE-SPACMA,F2,10,22,8.916101927781312
LSHADE-SPACMA,F2,10,23,8.916101927781312
LSHADE-SPACMA,F2,10,24,0.0
LSHADE-SPACMA,F2,10,25,8.916101927781312
LSHADE-SPACMA,F2,10,26,0.0
LSHADE-SPACMA,F2,10,27,0.0
LSHADE-SPACMA,F2,10,28,8.916101927781312
LSHADE-SPACMA,F2,10,29,8.916101927781312
LSHADE-cnEpSin,F2,10,0,3.986579112347158
LSHADE-cnEpSin,F2,10,1,8.916101927781312
LSHADE-cnEpSin,F2,10,2,8.916101927781312
LSHADE-cnEpSin,F2,10,3,8.916101927781312
LSHADE-cnEpSin,F2,10,4,8.916101927781312
LSHADE-cnEpSin,F2,10,5,3.986579112347158
LSHADE-cnEpSin,F2,10,6,3.986579112347158
LSHADE-cnEpSin,F2,10,7,3.986579112347158
LSHADE-cnEpSin,F2,10,8,3.986579112347158
LSHADE-cnEpSin,F2,10,9,0.0
LSHADE-cnEpSin,F2,10,10,8.916101927781312
LSHADE-cnEpSin,F2,10,11,3.986579112347158
LSHADE-cnEpSin,F2,10,12,8.916101927781312
LSHADE-cnEpSin,F2,10,13,8.916101927781312
LSHADE-cnEpSin,F2,10,14,8.916101927781312
LSHADE-cnEpSin,F2,10,15,8.916101927781312
LSHADE-cnEpSin,F2,10,16,8.916101927781312
LSHADE-cnEpSin,F2,10,17,8.916101927781312
LSHADE-cnEpSin,F2,10,18,8.916101927781312
LSHADE-cnEpSin,F2,10,19,0.0
LSHADE-cnEpSin,F2,10,20,8.916101927781312
LSHADE-cnEpSin,F2,10,21,8.916101927781312
LSHADE-cnEpSin,F2,10,22,8.916101927781312
LSHADE-cnEpSin,F2,10,23,8.916101927781312
LSHADE-cnEpSin,F2,10,24,0.0
LSHADE-cnEpSin,F2,10,25,3.986579112347158
LSHADE-cnEpSin,F2,10,26,3.986579112347158
LSHADE-cnEpSin,F2,10,27,3.986579112347158
LSHADE-cnEpSin,F2,10,28,3.986579112347158
LSHADE-cnEpSin,F2,10,29,0.0
LSHADE-RSP,F2,10,0,8.916101927781312
LSHADE-RSP,F2,10,1,3.986579112347158
LSHADE-RSP,F2,10,2,3.986579112347158
LSHADE-RSP,F2,10,3,3.986579112347158
LSHADE-RSP,F2,10,4,3.986579112347158
LSHADE-RSP,F2,10,5,3.986579112347158
LSHADE-RSP,F2,10,6,3.986579112347158
LSHADE-RSP,F2,10,7,3.986579112347158
LSHADE-RSP,F2,10,8,3.986579112347158
LSHADE-RSP,F2,10,9,3.986579112347158
LSHADE-RSP,F2,10,10,3.986579112347158
LSHADE-RSP,F2,10,11,3.986579112347158
LSHADE-RSP,F2,10,12,3.986579112347158
LSHADE-RSP,F2,10,13,8.916101927781312
LSHADE-RSP,F2,10,14,3.986579112347158
LSHADE-RSP,F2,10,15,3.986579112347158
LSHADE-RSP,F2,10,16,3.986579112347158
LSHADE-RSP,F2,10,17,3.986579112347158
LSHADE-RSP,F2,10,18,3.986579112347158
LSHADE-RSP,F2,10,19,8.916101927781312
LSHADE-RSP,F2,10,20,3.986579112347158
